,CDI
2004-02-27,0.05973430315629
2004-03-01,0.0597351120823645
2004-03-02,0.0597013688498577
2004-03-03,0.0597012149788298
2004-03-04,0.0596665519007046
2004-03-05,0.0596319295908358
2004-03-08,0.0596671990852115
2004-03-09,0.0597014280231604
2004-03-10,0.0596667624078577
2004-03-11,0.0597009086106936
2004-03-12,0.0596318774687603
2004-03-15,0.0596316375936538
2004-03-16,0.0595980063557277
2004-03-17,0.0595987176585026
2004-03-18,0.059597501925495
2004-03-19,0.0588805561957883
2004-03-22,0.0589476840136597
2004-03-23,0.0590850189446996
2004-03-24,0.0591878880977958
2004-03-25,0.0590512803000535
2004-03-26,0.0589822685290784
2004-03-29,0.058983538391871
2004-03-30,0.0589478205016575
2004-03-31,0.0589140397800491
2004-04-01,0.0589834890915028
2004-04-02,0.0590168416369323
2004-04-05,0.0590170190812244
2004-04-06,0.0590162306494335
2004-04-07,0.0589833109842601
2004-04-08,0.058948541182886
2004-04-12,0.0589477733312833
2004-04-13,0.0589139882076352
2004-04-14,0.0589141633031289
2004-04-15,0.058776830206682
2004-04-16,0.0580919743949266
2004-04-19,0.057954781725698
2004-04-20,0.0579888972511497
2004-04-22,0.0579891118238862
2004-04-23,0.0579555039418977
2004-04-26,0.057954779600351
2004-04-27,0.0579549749474495
2004-04-28,0.0579195319496079
2004-04-29,0.0579206658029676
2004-04-30,0.0578852646962388
2004-05-03,0.0580230108912189
2004-05-04,0.0579556979029405
2004-05-05,0.0579884867361926
2004-05-06,0.0579203186865413
2004-05-07,0.0579549387071978
2004-05-10,0.0579195044190044
2004-05-11,0.0578859771479045
2004-05-12,0.0578860376892151
2004-05-13,0.0578860787515225
2004-05-14,0.0578861003685915
2004-05-17,0.0579549448284097
2004-05-18,0.05792044676474
2004-05-19,0.0579194412317747
2004-05-20,0.0578859140338465
2004-05-21,0.0579201804706883
2004-05-24,0.0579896172658465
2004-05-25,0.057988456375682
2004-05-26,0.0579548492531785
2004-05-27,0.0581259269951459
2004-05-28,0.0582633708147426
2004-05-31,0.0582978886702392
2004-06-01,0.0582629976498623
2004-06-02,0.0580581601897165
2004-06-03,0.0580226256293485
2004-06-04,0.0579206936073291
2004-06-07,0.0580577793735272
2004-06-08,0.0579890670860976
2004-06-09,0.0579195335957791
2004-06-11,0.0578860062909143
2004-06-14,0.0578865616613484
2004-06-15,0.0578861771213183
2004-06-16,0.0579197783773963
2004-06-17,0.0579193170998593
2004-06-18,0.0579206731693915
2004-06-21,0.0578862271000275
2004-06-22,0.0579545158736323
2004-06-23,0.0579200316848727
2004-06-24,0.0578855879502953
2004-06-25,0.0578859668877811
2004-06-28,0.0578524784212675
2004-06-29,0.0578857700203343
2004-06-30,0.0578860900139801
2004-07-01,0.0579548806327778
2004-07-02,0.0579203997268962
2004-07-05,0.0578522097146816
2004-07-06,0.0578515787026816
2004-07-07,0.057886462175503
2004-07-08,0.0578511519989604
2004-07-09,0.0579897017453703
2004-07-12,0.0581261724212538
2004-07-13,0.0579196981321814
2004-07-14,0.0579197836615037
2004-07-15,0.0578517545656893
2004-07-16,0.0579199355027952
2004-07-19,0.0578864077327807
2004-07-20,0.0578855476937434
2004-07-21,0.0578864814430915
2004-07-22,0.0579199853933545
2004-07-23,0.0578520756625948
2004-07-26,0.0578855419072255
2004-07-27,0.0579207382216395
2004-07-28,0.057885403087539
2004-07-29,0.057886217682082
2004-07-30,0.0578861093167404
2004-08-02,0.0580230326878989
2004-08-03,0.058057871211588
2004-08-04,0.0580917289862128
2004-08-05,0.0581264083361077
2004-08-06,0.0581601081191252
2004-08-09,0.0581254027627125
2004-08-10,0.0581266788175725
2004-08-11,0.0580920133453872
2004-08-12,0.0581255964310543
2004-08-13,0.0580918302082835
2004-08-16,0.0580581031935736
2004-08-17,0.0580925043709612
2004-08-18,0.058057881185249
2004-08-19,0.0579883988123413
2004-08-20,0.058023656727272
2004-08-23,0.0580230805741024
2004-08-24,0.0581252169411499
2004-08-25,0.058126270139482
2004-08-26,0.058022905627908
2004-08-27,0.0580231453904218
2004-08-30,0.0581597251234029
2004-08-31,0.0582630906104526
2004-09-01,0.0582986004481256
2004-09-02,0.0581943478048003
2004-09-03,0.0582636452085978
2004-09-06,0.0581595150555642
2004-09-08,0.0581949838810231
2004-09-09,0.0582294835646166
2004-09-10,0.0581592254302876
2004-09-13,0.0582637274460182
2004-09-14,0.0584344825471845
2004-09-15,0.0584694296254184
2004-09-16,0.0585370417844188
2004-09-17,0.059460727186547
2004-09-20,0.0594271603975329
2004-09-21,0.059496114451548
2004-09-22,0.0593247648030086
2004-09-23,0.059427248428463
2004-09-24,0.0593928353175954
2004-09-27,0.0594959561540662
2004-09-28,0.0594958133247871
2004-09-29,0.0594965300366538
2004-09-30,0.0593925284644285
2004-10-01,0.0594962002621741
2004-10-04,0.0595302448205075
2004-10-05,0.0594605764258773
2004-10-06,0.0594269972511654
2004-10-07,0.0594267900271319
2004-10-08,0.059427438876213
2004-10-11,0.0594271894619282
2004-10-13,0.0594269195294288
2004-10-14,0.0594957624091279
2004-10-15,0.0594612605838023
2004-10-18,0.0594608877760265
2004-10-19,0.0594604946344787
2004-10-20,0.0594269061930958
2004-10-21,0.0594273844189956
2004-10-22,0.0610654374541894
2004-10-25,0.0612007189245673
2004-10-26,0.0612686684193164
2004-10-27,0.0612694501215287
2004-10-28,0.0612006187545688
2004-10-29,0.0612014368606566
2004-11-01,0.0611666099951975
2004-11-03,0.0612012851896537
2004-11-04,0.061302689306558
2004-11-05,0.061303288966414
2004-11-08,0.0613367979542971
2004-11-09,0.0613373090693585
2004-11-10,0.0613369305893627
2004-11-11,0.061336529756943
2004-11-12,0.0613369711600171
2004-11-16,0.0613710853436089
2004-11-17,0.0614051137206104
2004-11-18,0.0613708828061305
2004-11-19,0.0630348111102705
2004-11-22,0.0630356108149925
2004-11-23,0.0630346613116614
2004-11-24,0.0629674071059867
2004-11-25,0.0629664946675063
2004-11-26,0.0628993609279575
2004-11-29,0.0628984853775307
2004-11-30,0.0629336492926881
2004-12-01,0.0630004715317369
2004-12-02,0.0630680002602162
2004-12-03,0.063035105716878
2004-12-06,0.0630013918220981
2004-12-07,0.0629668606692064
2004-12-08,0.0629665855984598
2004-12-09,0.0628996071781529
2004-12-10,0.0628985128769983
2004-12-13,0.0629674060536444
2004-12-14,0.0629670314002481
2004-12-15,0.0630007409022823
2004-12-16,0.0630011270750685
2004-12-17,0.0646570682219476
2004-12-20,0.0646569930772216
2004-12-21,0.0646909125202626
2004-12-22,0.0646567403083508
2004-12-23,0.0646914116965149
2004-12-24,0.0647251399694965
2004-12-27,0.0647248422217359
2004-12-28,0.064724517971257
2004-12-29,0.0646911248512793
2004-12-30,0.0647593726798163
2004-12-31,0.0648596145530007
2005-01-03,0.0648928322889474
2005-01-04,0.064893001250283
2005-01-05,0.0647597114401037
2005-01-06,0.0647583101912658
2005-01-07,0.064759414763742
2005-01-10,0.0647250898484941
2005-01-11,0.0647244971174529
2005-01-12,0.0646910493332626
2005-01-13,0.0647594279618033
2005-01-14,0.0646906153874908
2005-01-17,0.0647588520602084
2005-01-18,0.0648260896636969
2005-01-19,0.0647924831959727
2005-01-20,0.0647916166775388
2005-01-21,0.0664423564667799
2005-01-24,0.0664744442226918
2005-01-25,0.0665089493094797
2005-01-26,0.066509068074211
2005-01-27,0.0664422978884147
2005-01-28,0.0664750185914755
2005-01-31,0.0664417088808164
2005-02-01,0.0665418886356121
2005-02-02,0.0665426500978441
2005-02-03,0.0665758664008677
2005-02-04,0.0665415614057565
2005-02-09,0.0665422335550687
2005-02-10,0.0665420436315713
2005-02-11,0.0664753642514455
2005-02-14,0.0664743744358276
2005-02-15,0.0664426601419307
2005-02-16,0.0664416564287933
2005-02-17,0.0663743413925601
2005-02-18,0.068050900719129
2005-02-21,0.0680170345263064
2005-02-22,0.068017107818278
2005-02-23,0.0680163232234605
2005-02-24,0.0679841302430901
2005-02-25,0.0679841538976546
2005-02-28,0.0679841461254966
2005-03-01,0.0679841069906217
2005-03-02,0.0679494491410537
2005-03-03,0.0678835583994015
2005-03-04,0.0678827394694963
2005-03-07,0.0678498394188693
2005-03-08,0.0679171708967203
2005-03-09,0.0678497360651135
2005-03-10,0.0678160338638065
2005-03-11,0.0677831886086721
2005-03-14,0.0677831410605023
2005-03-15,0.0677830625077717
2005-03-16,0.0678156707414814
2005-03-17,0.067849816367044
2005-03-18,0.0695534714509165
2005-03-21,0.0696202218571073
2005-03-22,0.0696525400292671
2005-03-23,0.0696863872923216
2005-03-24,0.0697193155469619
2005-03-28,0.069753769186633
2005-03-29,0.0697197889360552
2005-03-30,0.069719986032112
2005-03-31,0.0696860324558912
2005-04-01,0.0697527705014522
2005-04-04,0.0697528197770509
2005-04-05,0.0697528350590772
2005-04-06,0.0697860278023227
2005-04-07,0.0697535502454087
2005-04-08,0.0697526539553905
2005-04-11,0.069720200357608
2005-04-12,0.0697200918165208
2005-04-13,0.0696529508306156
2005-04-14,0.0696859412112615
2005-04-15,0.0696857791967744
2005-04-18,0.0696533625326196
2005-04-19,0.0696531785439731
2005-04-20,0.0696859419580135
2005-04-22,0.0696526875954504
2005-04-25,0.0703520686456045
2005-04-26,0.0704190043541785
2005-04-27,0.0704191847826933
2005-04-28,0.0704850607598643
2005-04-29,0.0705179204584425
2005-05-02,0.0705850957721168
2005-05-03,0.0706504941635017
2005-05-04,0.070650972692448
2005-05-05,0.070651414992497
2005-05-06,0.0706510229312016
2005-05-09,0.0706848952129064
2005-05-10,0.0706182282500691
2005-05-11,0.0706177782761727
2005-05-12,0.0706180900446469
2005-05-13,0.0706175705914091
2005-05-16,0.0705852237152555
2005-05-17,0.0706514000146256
2005-05-18,0.0706507292269122
2005-05-19,0.070617505406517
2005-05-20,0.0714157461511746
2005-05-23,0.0714146781474909
2005-05-24,0.0714151589818783
2005-05-25,0.0714148115201709
2005-05-27,0.0713820248065815
2005-05-30,0.0714148226860516
2005-05-31,0.0714814498519018
2005-06-01,0.0716133551375861
2005-06-02,0.0716141201842646
2005-06-03,0.0715479083189194
2005-06-06,0.0715156406831738
2005-06-07,0.0714810465014466
2005-06-08,0.0714802804458116
2005-06-09,0.0714150878774972
2005-06-10,0.0714151288880629
2005-06-13,0.071448067489598
2005-06-14,0.071480899179761
2005-06-15,0.0714815201019973
2005-06-16,0.0714805382922065
2005-06-17,0.0714482458649143
2005-06-20,0.0714808380269715
2005-06-21,0.0714477375887554
2005-06-22,0.0714154518207692
2005-06-23,0.0714479118385327
2005-06-24,0.0714475429744538
2005-06-27,0.0714813952369155
2005-06-28,0.0715151385483778
2005-06-29,0.0715145652326469
2005-06-30,0.0715155104123539
2005-07-01,0.0715148643635359
2005-07-04,0.0714808244232472
2005-07-05,0.0715150412256377
2005-07-06,0.0714476655513891
2005-07-07,0.0714485205962205
2005-07-08,0.0714145266946815
2005-07-11,0.0713496484031566
2005-07-12,0.0714146471449055
2005-07-13,0.0713822090191627
2005-07-14,0.0713814299519555
2005-07-15,0.0714153029376234
2005-07-18,0.0714151754093563
2005-07-19,0.0713819139991329
2005-07-20,0.071381761581506
2005-07-21,0.0713492912052657
2005-07-22,0.0713491129207994
2005-07-25,0.0713488987474733
2005-07-26,0.0713486487623953
2005-07-27,0.0713161730449485
2005-07-28,0.0712821987360001
2005-07-29,0.0712819356376996
2005-08-01,0.071316052555943
2005-08-02,0.0713485318846238
2005-08-03,0.0713824329367014
2005-08-04,0.0713818831231378
2005-08-05,0.0713820607780064
2005-08-08,0.0713486707153947
2005-08-09,0.0713495843987459
2005-08-10,0.0713154546735097
2005-08-11,0.0713163418952973
2005-08-12,0.0713156712055536
2005-08-15,0.0713164844427467
2005-08-16,0.071281595401345
2005-08-17,0.0712490195316775
2005-08-18,0.0711831367481039
2005-08-19,0.0711158440906274
2005-08-22,0.071215880311243
2005-08-23,0.0712491286385841
2005-08-24,0.0712490243276704
2005-08-25,0.0712821060168522
2005-08-26,0.0712818826752936
2005-08-29,0.0712492030277616
2005-08-30,0.0713491608790519
2005-08-31,0.0713487340320568
2005-09-01,0.0714152316014775
2005-09-02,0.0714477186752446
2005-09-05,0.0714477946220881
2005-09-06,0.0714485847328205
2005-09-08,0.0714148270288603
2005-09-09,0.0713488691392001
2005-09-12,0.0713489404130456
2005-09-13,0.0713819139686506
2005-09-14,0.0713489502880122
2005-09-15,0.0713489125459858
2005-09-16,0.0705853978995207
2005-09-19,0.0705848777163851
2005-09-20,0.0705850694690184
2005-09-21,0.0705516814846021
2005-09-22,0.0704520327834927
2005-09-23,0.0704850586860743
2005-09-26,0.0704525208565627
2005-09-27,0.0705173928915456
2005-09-28,0.0704855282308329
2005-09-29,0.0705175321478179
2005-09-30,0.0705524004839475
2005-10-03,0.0707509732150271
2005-10-04,0.0706179918700229
2005-10-05,0.0704845166741705
2005-10-06,0.0704526230241811
2005-10-07,0.0703845435707819
2005-10-10,0.0704192420782021
2005-10-11,0.070385188533578
2005-10-13,0.0704190301085532
2005-10-14,0.0703186188265334
2005-10-17,0.070319291981491
2005-10-18,0.0702514778564165
2005-10-19,0.0702860087447021
2005-10-20,0.0702866222422642
2005-10-21,0.0687190760118312
2005-10-24,0.0686858309432096
2005-10-25,0.0686518884597973
2005-10-26,0.0686861499588928
2005-10-27,0.0686184953173381
2005-10-28,0.0686519590446437
2005-10-31,0.0686194897696168
2005-11-01,0.0687858771146778
2005-11-03,0.0689190185972705
2005-11-04,0.0688189960108616
2005-11-07,0.0688861926568193
2005-11-08,0.0688854253043871
2005-11-09,0.0688533034477671
2005-11-10,0.0688860029028859
2005-11-11,0.0688858669974052
2005-11-14,0.0688529860187543
2005-11-16,0.0688862471331077
2005-11-17,0.0687858323820336
2005-11-18,0.0687864296886147
2005-11-21,0.068785543359823
2005-11-22,0.0686861007668255
2005-11-23,0.0686860124594375
2005-11-24,0.0685853312151607
2005-11-25,0.0669788931140829
2005-11-28,0.0670120891461749
2005-11-29,0.0670119767149088
2005-11-30,0.0670789350375855
2005-12-01,0.0671457286985059
2005-12-02,0.0671460677434794
2005-12-05,0.0671132530835336
2005-12-06,0.0671459557987077
2005-12-07,0.06711240577593
2005-12-08,0.0671133864398143
2005-12-09,0.0670116422620594
2005-12-12,0.0670119786648086
2005-12-13,0.0670122843399667
2005-12-14,0.0669788749720652
2005-12-15,0.0669118408189035
2005-12-16,0.0653654967430696
2005-12-19,0.0653986160195785
2005-12-20,0.0654659526510244
2005-12-21,0.0655002701622606
2005-12-22,0.0655337784146041
2005-12-23,0.0655343767231357
2005-12-26,0.0655335198977979
2005-12-27,0.0655005760190619
2005-12-28,0.0654997083787236
2005-12-29,0.0654660841811249
2005-12-30,0.0656351501663721
2006-01-02,0.0656681322622603
2006-01-03,0.065499344910691
2006-01-04,0.0655004704533013
2006-01-05,0.065466105801363
2006-01-06,0.065432489278109
2006-01-09,0.0654336159693542
2006-01-10,0.0653986142721976
2006-01-11,0.0653318226984964
2006-01-12,0.0653322879846598
2006-01-13,0.0653652199188172
2006-01-16,0.0653316991948713
2006-01-17,0.0653320802250334
2006-01-18,0.0652978857525141
2006-01-19,0.065298254747617
2006-01-20,0.062695466977118
2006-01-23,0.062730070569799
2006-01-24,0.0628651473391102
2006-01-25,0.0629669136857415
2006-01-26,0.0630354526292222
2006-01-27,0.0632715937055365
2006-01-30,0.0630008036209801
2006-01-31,0.0627634486133956
2006-02-01,0.062661728747031
2006-02-02,0.0628311320207473
2006-02-03,0.062933020051318
2006-02-06,0.0629332975085077
2006-02-07,0.0629328507216513
2006-02-08,0.0629330782711008
2006-02-09,0.0629325825496636
2006-02-10,0.0629334578879934
2006-02-13,0.0628987560896661
2006-02-14,0.0628647914812603
2006-02-15,0.0628990931167265
2006-02-16,0.063068282117868
2006-02-17,0.0630347889720752
2006-02-20,0.0630680426012588
2006-02-21,0.0630678751113436
2006-02-22,0.0630683768887365
2006-02-23,0.0631354351281316
2006-02-24,0.0631364941010304
2006-03-01,0.063304464800737
2006-03-02,0.0633052585965856
2006-03-03,0.0633053337327567
2006-03-06,0.0632715058406887
2006-03-07,0.0632384077330954
2006-03-08,0.0632039660821988
2006-03-09,0.0631357510910533
2006-03-10,0.0606559929709362
2006-03-13,0.0605882090998903
2006-03-14,0.0605880282982411
2006-03-15,0.0605540949570695
2006-03-16,0.0605195130557234
2006-03-17,0.0604863468335992
2006-03-20,0.0604862009837319
2006-03-21,0.0604860332955752
2006-03-22,0.0604858438089053
2006-03-23,0.0605199269143383
2006-03-24,0.0605881996939245
2006-03-27,0.0605199999956056
2006-03-28,0.0605196815110389
2006-03-29,0.0605542371267375
2006-03-30,0.0605538333343247
2006-03-31,0.0605882615367221
2006-04-03,0.0606553884074685
2006-04-04,0.0604520721515058
2006-04-05,0.0603834881536471
2006-04-06,0.0603490937474333
2006-04-07,0.060314739595384
2006-04-10,0.0602811065537878
2006-04-11,0.0602808577173874
2006-04-12,0.0602812675588637
2006-04-13,0.060280975084197
2006-04-17,0.0602806612593127
2006-04-18,0.0602810050014852
2006-04-19,0.0602813262442651
2006-04-20,0.060280946967282
2006-04-24,0.057713600174253
2006-04-25,0.0576803107903174
2006-04-26,0.0576457060453634
2006-04-27,0.0576111419541263
2006-04-28,0.057646255857648
2006-05-02,0.0578860276496016
2006-05-03,0.0578518638018437
2006-05-04,0.0578521607964575
2006-05-05,0.0577829613180824
2006-05-08,0.0578520612854163
2006-05-09,0.057885987122134
2006-05-10,0.0578168104899958
2006-05-11,0.0577490803937479
2006-05-12,0.0577137323278122
2006-05-15,0.0577490067551877
2006-05-16,0.0578520535006674
2006-05-17,0.0579199885697647
2006-05-18,0.0577488994509849
2006-05-19,0.0577142280581171
2006-05-22,0.0576795974369446
2006-05-23,0.0576463472559112
2006-05-24,0.0576459401153641
2006-05-25,0.0576461836426602
2006-05-26,0.0576798432670386
2006-05-29,0.0576459244750964
2006-05-30,0.0576461102194372
2006-05-31,0.0576796543931124
2006-06-01,0.0577144557785516
2006-06-02,0.0559935249014387
2006-06-05,0.0560634847608412
2006-06-06,0.0560966772522846
2006-06-07,0.0559940000408971
2006-06-08,0.0559600031244826
2006-06-09,0.0559599568209279
2006-06-12,0.0559598930906588
2006-06-13,0.0559943493169612
2006-06-14,0.055994212176742
2006-06-16,0.0559595590215735
2006-06-19,0.0559600889643121
2006-06-20,0.0559599378190824
2006-06-21,0.0559604317471382
2006-06-22,0.0559940050291771
2006-06-23,0.0559600229561425
2006-06-26,0.0559598022528149
2006-06-27,0.0559602252588007
2006-06-28,0.0559249644618944
2006-06-29,0.05592473084792
2006-06-30,0.0558908336307979
2006-07-03,0.0560969854284394
2006-07-04,0.0560971662360714
2006-07-05,0.0560281731584382
2006-07-06,0.0560277373602815
2006-07-07,0.0559943901926374
2006-07-10,0.0559597664093587
2006-07-11,0.0559600123965537
2006-07-12,0.0559247739576562
2006-07-13,0.0559604704862124
2006-07-14,0.0559245798874599
2006-07-17,0.0558913547231867
2006-07-18,0.0559250104195996
2006-07-19,0.0559245346586294
2006-07-20,0.0558913128408278
2006-07-21,0.0541970595586178
2006-07-24,0.0541618174480902
2006-07-25,0.0541279237074689
2006-07-26,0.0541280334421969
2006-07-27,0.0540928755912091
2006-07-28,0.0540584113877429
2006-07-31,0.0540578965171079
2006-08-01,0.0541968409894622
2006-08-02,0.0541277487697158
2006-08-03,0.0541284144924532
2006-08-04,0.0541277619107773
2006-08-07,0.0541283952250779
2006-08-08,0.0540926123684641
2006-08-09,0.0541283316929792
2006-08-10,0.0541276173063209
2006-08-11,0.0540931436990632
2006-08-14,0.0541618348074592
2006-08-15,0.0541973387932159
2006-08-16,0.0542321213446115
2006-08-17,0.0542318648700757
2006-08-18,0.0541966452559421
2006-08-21,0.0542319711684058
2006-08-22,0.0542323139876828
2006-08-23,0.054231994189962
2006-08-24,0.0541967870517368
2006-08-25,0.0541622666319483
2006-08-28,0.0541619754768021
2006-08-29,0.0541281430645312
2006-08-30,0.0541278574224719
2006-08-31,0.0540580010916613
2006-09-01,0.0523919091171052
2006-09-04,0.0524609762140784
2006-09-05,0.0524611184613803
2006-09-06,0.0524271844909662
2006-09-08,0.0524607345642351
2006-09-11,0.0524268077318481
2006-09-12,0.0523922781593597
2006-09-13,0.0523218742374638
2006-09-14,0.052356688779966
2006-09-15,0.0523574796889647
2006-09-18,0.0523217568287464
2006-09-19,0.052321914806356
2006-09-20,0.0523572389558069
2006-09-21,0.0523221687176942
2006-09-22,0.0523216441235234
2006-09-25,0.0523223833363601
2006-09-26,0.0523914065097415
2006-09-27,0.0523575925064392
2006-09-28,0.0524609107615248
2006-09-29,0.0524608080493891
2006-10-02,0.0526352224490267
2006-10-03,0.0525655140700251
2006-10-04,0.0524965373487162
2006-10-05,0.0524957037840039
2006-10-06,0.0524961283565232
2006-10-09,0.0524609607189177
2006-10-10,0.05239218044089
2006-10-11,0.0523564950945854
2006-10-13,0.0523221200311212
2006-10-16,0.0522871505958164
2006-10-17,0.0522870721332537
2006-10-18,0.0523218117452159
2006-10-19,0.0523571155706292
2006-10-20,0.0506127027616116
2006-10-23,0.0506130248277116
2006-10-24,0.0506133334530005
2006-10-25,0.0506129969663362
2006-10-26,0.0506126480377844
2006-10-27,0.0506135487910768
2006-10-30,0.0506125430261619
2006-10-31,0.0505781138937919
2006-11-01,0.0507882010094533
2006-11-03,0.0507529730580813
2006-11-06,0.0507530351768963
2006-11-07,0.0508927524814737
2006-11-08,0.0508580615007616
2006-11-09,0.0507882144342204
2006-11-10,0.0507178324653949
2006-11-13,0.0507178647602586
2006-11-14,0.0507178839730642
2006-11-16,0.0507185173468798
2006-11-17,0.050682776224022
2006-11-20,0.0506477029843353
2006-11-21,0.0506483674292042
2006-11-22,0.0506828193686459
2006-11-23,0.0506483859913089
2006-11-24,0.0506827770667399
2006-11-27,0.0506477275982177
2006-11-28,0.0506483254902718
2006-11-29,0.0506126960245296
2006-11-30,0.0506133028152362
2006-12-01,0.0489666019830963
2006-12-04,0.049002486040294
2006-12-05,0.0490370593985858
2006-12-06,0.0490366921114286
2006-12-07,0.0490020751304172
2006-12-08,0.0489320311364309
2006-12-11,0.0489671806826521
2006-12-12,0.0488965942889763
2006-12-13,0.0488621351052671
2006-12-14,0.0488618695509046
