,USDBRL
2004-02-17,0.2029863070253986
2004-02-18,0.5871244635193165
2004-02-19,0.7270617149098817
2004-02-20,1.250465959537763
2004-02-25,-1.5897985139567465
2004-02-26,-0.11563445906880229
2004-02-27,-0.7865436344444809
2004-03-01,-0.6623652961768255
2004-03-02,0.4871307652444247
2004-03-03,-0.9420339682321202
2004-03-04,0.2290712203248496
2004-03-05,-0.3047302444767582
2004-03-08,-0.1319902744008395
2004-03-09,0.0208681135225319
2004-03-10,0.4624800055636807
2004-03-11,0.8341698106676836
2004-03-12,-0.2368529452148817
2004-03-15,-0.1720400509238492
2004-03-16,-0.041360769310305294
2004-03-17,0.23792283024723862
2004-03-18,0.223598211214315
2004-03-19,-0.4633602196670747
2004-03-22,0.36896551724137067
2004-03-23,0.1271171883052257
2004-03-24,0.4117485588800428
2004-03-25,0.2494532531437825
2004-03-26,0.2488325322971044
2004-03-29,-0.153009180550822
2004-03-30,-0.5074067767750655
2004-03-31,-0.4449616648411919
2004-04-01,-0.6257305920373982
2004-04-02,0.0899529476888982
2004-04-05,-0.2730729346698816
2004-04-06,-0.3743371113652965
2004-04-07,0.10437323870160489
2004-04-08,0.10078893407012829
2004-04-12,0.18401499895841428
2004-04-13,-0.013862415525900396
2004-04-14,0.36393885827181693
2004-04-15,0.372979693327812
2004-04-16,0.3062207541976166
2004-04-19,-0.17836929304015903
2004-04-20,0.2920861826054107
2004-04-22,0.40772973343383623
2004-04-23,-0.45043507933799626
2004-04-26,-0.301648784835295
2004-04-27,0.26130307718754653
2004-04-28,0.5966873564006598
2004-04-29,0.6374637804670066
2004-04-30,-0.25404782873787923
2004-05-03,0.41430366421026893
2004-05-04,0.4295038722986745
2004-05-05,-0.2693965517241434
2004-05-06,0.9555645596974743
2004-05-07,2.023479046121938
2004-05-10,2.4423026488329342
2004-05-11,-0.6336202758488114
2004-05-12,0.5152813113909351
2004-05-13,0.2178719041363565
2004-05-14,-0.9495188465104385
2004-05-17,0.7681879801174847
2004-05-18,-0.163356822549654
2004-05-19,-0.3529147550450633
2004-05-20,2.4276377217553566
2004-05-21,0.7481218369848712
2004-05-24,-0.7893669464291145
2004-05-25,-0.6981571167998021
2004-05-26,-0.019001773498861195
2004-05-27,-0.1457079505859931
2004-05-28,-1.7859408704479174
2004-05-31,1.0658570459610492
2004-06-01,0.8820427598990043
2004-06-02,-0.8394842715494064
2004-06-03,0.4504504504504455
2004-06-04,-0.3434786756988709
2004-06-07,-0.6893250359023548
2004-06-08,0.1156849513159085
2004-06-09,0.035307334296264
2004-06-11,0.7572354488866173
2004-06-14,0.7929431246417314
2004-06-15,-0.8562130738365308
2004-06-16,0.0796685787125549
2004-06-17,-0.39802579207132066
2004-06-18,0.3452685421994725
2004-06-21,-0.2867337836115695
2004-06-22,0.1373889705412523
2004-06-23,-0.2648288184805883
2004-06-24,-0.7294132702028167
2004-06-25,0.2126973896229281
2004-06-28,0.4855930023154095
2004-06-29,-0.2048196626876047
2004-06-30,-0.3463425584453109
2004-07-01,-1.055510860820592
2004-07-02,-0.7968257065730008
2004-07-05,-0.6097960789456344
2004-07-06,0.3364559968333396
2004-07-07,-0.16766388322702
2004-07-08,0.3556492244870974
2004-07-09,-0.1509433962264097
2004-07-12,-0.19060764402378721
2004-07-13,0.1613381185999734
2004-07-14,-0.44707429322813336
2004-07-15,-0.22784308545766768
2004-07-16,-0.6420651994042729
2004-07-19,-0.2731421338396433
2004-07-20,0.34069274190855436
2004-07-21,0.6857295030125545
2004-07-22,0.4793863854266605
2004-07-23,0.2401947881021318
2004-07-26,0.3545051698670585
2004-07-27,0.3172734111797965
2004-07-28,-0.36843821323769804
2004-07-29,-0.598880780181299
2004-07-30,-0.3489826825574416
2004-08-02,0.6541562045724979
2004-08-03,0.275717192936397
2004-08-04,0.0949263502455055
2004-08-05,0.1896726511658277
2004-08-06,-0.4830760191924738
2004-08-09,-0.3050280429007235
2004-08-10,-0.3651796288985375
2004-08-11,0.35331021958064823
2004-08-12,-0.2796788628586557
2004-08-13,-0.23756887847692348
2004-08-16,-0.2943608400859824
2004-08-17,-0.5207987792742117
2004-08-18,-0.22341525225916198
2004-08-19,-0.4311209143773807
2004-08-20,-0.17118114993454
2004-08-23,-0.18492367695515058
2004-08-24,-0.3739010341226921
2004-08-25,-0.21639166892073397
2004-08-26,0.0982651124965982
2004-08-27,0.10155377272265109
2004-08-30,-0.2806803963342541
2004-08-31,-0.5086814975583164
2004-09-01,-0.1363419455995604
2004-09-02,0.21503174278107928
2004-09-03,-0.24522325533872222
2004-09-06,-0.5018949093516298
2004-09-08,-0.4392286047628869
2004-09-09,0.04825256772591485
2004-09-10,-0.13779798814936842
2004-09-13,0.24837863943700722
2004-09-14,0.2236751548520205
2004-09-15,-0.2849785407725396
2004-09-16,-0.5164933544521633
2004-09-17,-0.51225252665098
2004-09-20,-0.2365711104926331
2004-09-21,0.212721439531304
2004-09-22,-0.20879006159305538
2004-09-23,0.16738152526414302
2004-09-24,0.0348128807658777
2004-09-27,-0.024360535931799994
2004-09-28,-0.12531328320800592
2004-09-29,-0.3136762860727832
2004-09-30,-0.0559401440458625
2004-10-01,-0.2553697614216749
2004-10-04,-0.8697786974362735
2004-10-05,-0.0849106669025157
2004-10-06,0.4284550830353054
2004-10-07,0.5500317325999529
2004-10-08,-0.936250788975379
2004-10-11,0.2371597465576462
2004-10-13,0.1977540786778808
2004-10-14,0.9057587932614459
2004-10-15,-0.027941741469050804
2004-10-18,-0.2655207350731985
2004-10-19,0.5569762146635507
2004-10-20,0.4911865115306828
2004-10-21,-1.0815682739972943
2004-10-22,-0.1612055370597496
2004-10-25,1.1513215627083973
2004-10-26,-0.30537529930248963
2004-10-27,-0.5012356851961552
2004-10-28,0.2448836802518838
2004-10-29,-0.3140813121619174
2004-11-01,0.0875196919306819
2004-11-03,-1.0003497726477764
2004-11-04,-0.328575466365177
2004-11-05,-0.08861791499768999
2004-11-08,0.4009082523238391
2004-11-09,-0.042404325241173504
2004-11-10,-0.2757450418920393
2004-11-11,-0.0319047112623649
2004-11-12,-0.7411347517730419
2004-11-16,-0.4822978814619011
2004-11-17,-0.6533601378518216
2004-11-18,-0.2565585025655845
2004-11-19,0.1231750172082879
2004-11-22,0.1483518471613986
2004-11-23,-0.8382108533853456
2004-11-24,0.1420972090650618
2004-11-25,0.0945970529379724
2004-11-26,-0.6506488313765435
2004-11-29,0.2561100541489827
2004-11-30,-0.34669002262608395
2004-12-01,-0.5932544768740611
2004-12-02,0.3462884509117572
2004-12-03,-0.528653768493714
2004-12-06,0.3358553238604891
2004-12-07,0.5002574854704674
2004-12-08,1.2517385257301699
2004-12-09,0.28918449971082594
2004-12-10,0.4433391003460183
2004-12-13,-0.6100405497541976
2004-12-14,-0.42242842185073987
2004-12-15,-0.2610587382161017
2004-12-16,-0.7815908099461975
2004-12-17,-0.16854138423771842
2004-12-20,-1.1744412228869183
2004-12-21,-0.1299810599026944
2004-12-22,0.36442064554513776
2004-12-23,0.28529084846240493
2004-12-24,-0.5726530461447665
2004-12-27,0.2638228299643329
2004-12-28,-0.326131267835316
2004-12-29,-0.2193716304145547
2004-12-30,-1.0880906245342137
2004-12-31,0.0
2005-01-03,0.5198915009041674
2005-01-04,0.7683082227718959
2005-01-05,0.7773273329118258
2005-01-06,0.4096545615589028
2005-01-07,-0.643216819200942
2005-01-10,-0.2182598401894049
2005-01-11,0.4930856782708649
2005-01-12,0.0258245406921098
2005-01-13,-0.37620329731126173
2005-01-14,0.2332383103180068
2005-01-17,-0.24746989731845262
2005-01-18,0.4887621727700289
2005-01-19,0.1694977707358487
2005-01-20,0.1361044693764856
2005-01-21,-0.8191903607376422
2005-01-24,-0.8111411533760492
2005-01-25,0.0522778192681095
2005-01-26,-0.17168022691647
2005-01-27,-0.3850755196650233
2005-01-28,-0.2176768624507325
2005-01-31,-1.2750592394779334
2005-02-01,-0.4495580615666009
2005-02-02,0.4209720627631021
2005-02-03,-0.7850609756097523
2005-02-04,-0.015364523315664
2005-02-09,0.18440261237033773
2005-02-10,0.1687245954444353
2005-02-11,0.19523773064848948
2005-02-14,-1.2952279066213324
2005-02-15,-0.27870248509715934
2005-02-16,0.6365965375358933
2005-02-17,-0.7289979171488099
2005-02-18,-0.45071298131095194
2005-02-21,0.5503298075797184
2005-02-22,0.679295085785258
2005-02-23,-0.3084396807649265
2005-02-24,0.9320493483389252
2005-02-25,0.8506398957774716
2005-02-28,-1.4057750759878334
2005-03-01,0.2350674373795767
2005-03-02,1.3724962515858636
2005-03-03,1.2515169902912615
2005-03-04,-0.3108847104651977
2005-03-07,0.033815517565272096
2005-03-08,1.1643629807692204
2005-03-09,0.6645875102101455
2005-03-10,0.7597831298639105
2005-03-11,-1.0908159156630879
2005-03-14,1.8578142925872423
2005-03-15,0.3560658358463967
2005-03-16,-0.1846421201259996
2005-03-17,-0.17410228509249198
2005-03-18,-1.3044110166412335
2005-03-21,0.4601848102197873
2005-03-22,-0.8355321020228729
2005-03-23,1.2675535846267516
2005-03-24,-0.36492354851658215
2005-03-28,0.300333296707311
2005-03-29,-1.2926784736169448
2005-03-30,-0.8249787281269679
2005-03-31,-0.5446135481945718
2005-04-01,-0.4200735128647598
2005-04-04,0.1807909604519819
2005-04-05,-1.2895706444093527
2005-04-06,-0.7160540849362124
2005-04-07,-0.1841408677638373
2005-04-08,-0.29593758407319154
2005-04-11,-0.612905712743805
2005-04-12,0.4499088546716878
2005-04-13,-1.1622070350206544
2005-04-14,0.5820767247441064
2005-04-15,0.8700042723424054
2005-04-18,0.7161834353702096
2005-04-19,-1.2692587070382668
2005-04-20,-0.6969990319457995
2005-04-22,-0.9865470852017797
2005-04-25,-0.3308128544423415
2005-04-26,0.1857120278172745
2005-04-27,-0.6310392427529067
2005-04-28,0.0873189124826367
2005-04-29,0.3806955625173405
2005-05-02,-0.6597400545174322
2005-05-03,-0.5527718126143273
2005-05-04,-0.967729035869952
2005-05-05,-0.314960629921257
2005-05-06,-0.37671649046057043
2005-05-09,-0.2276978124745806
2005-05-10,0.4564349172711641
2005-05-11,0.2799188640973717
2005-05-12,-0.2872284477527511
2005-05-13,0.2718273287893421
2005-05-16,0.2306291725672645
2005-05-17,0.028257710318113596
2005-05-18,-0.5771015779490678
2005-05-19,-0.722519889592454
2005-05-20,0.14310246136233212
2005-05-23,-0.792063038419144
2005-05-24,0.05761553973413489
2005-05-25,-0.810266112779167
2005-05-27,-0.7546856858517075
2005-05-30,-0.6267234895963925
2005-05-31,1.0679448368651199
2005-06-01,1.031699808636332
2005-06-02,-0.3458782837848944
2005-06-03,-0.7148169572762646
2005-06-06,2.2764159973365437
2005-06-07,0.2278645833333476
2005-06-08,-0.6820396232543045
2005-06-09,1.7454218443426972
2005-06-10,-0.5624522919930981
2005-06-13,-0.763605510888443
2005-06-14,-0.7613386532041351
2005-06-15,0.3282051282051273
2005-06-16,-1.2022081373952034
2005-06-17,-1.1920036422333455
2005-06-20,-0.0753989863025325
2005-06-21,-0.34793544330328163
2005-06-22,-0.2902574457344868
2005-06-23,0.9661224317597077
2005-06-24,-0.2298178171485912
2005-06-27,-0.1968421493487525
2005-06-28,-0.5707091900965072
2005-06-29,-0.6119692749219191
2005-06-30,-0.19109091681176407
2005-07-01,-0.19145677331519012
2005-07-04,1.0912656123449571
2005-07-05,-0.19818680160236232
2005-07-06,0.9844515801926681
2005-07-07,-0.04602317894649649
2005-07-08,-0.8664713269150185
2005-07-11,-0.7642612844656504
2005-07-12,-0.6339885967151735
2005-07-13,0.5523915556887578
2005-07-14,-0.2086704709990505
2005-07-15,-0.025604916143917605
2005-07-18,-0.5250352157766587
2005-07-19,0.5578441469275659
2005-07-20,0.375522744729872
2005-07-21,-0.49740668310517233
2005-07-22,1.5210425122837095
2005-07-25,2.2137115441269235
2005-07-26,1.5193313295178452
2005-07-27,-0.8801103179753245
2005-07-28,-0.93293506280944
2005-07-29,-1.2638883152286202
2005-08-01,-0.501987032001671
2005-08-02,-1.0721042673953962
2005-08-03,-1.6107097322566986
2005-08-04,-0.41898838063151317
2005-08-05,-0.2949596599288726
2005-08-08,0.49595405899243067
2005-08-09,0.2207792207792319
2005-08-10,-1.6586756511597902
2005-08-11,1.7657135327447673
2005-08-12,2.5421899952522637
2005-08-15,-1.4142604596346333
2005-08-16,0.0853898044573364
2005-08-17,0.2132923811961615
2005-08-18,0.61723139792269
2005-08-19,2.8726149680585475
2005-08-22,-1.184405329823977
2005-08-23,0.2871649741967621
2005-08-24,0.5726853965223985
2005-08-25,-0.1320404373839508
2005-08-26,-0.30574722141883937
2005-08-29,-0.5553483360271834
2005-08-30,-0.5584496770160592
2005-08-31,-0.9387703784417932
2005-09-01,-0.05922917459916249
2005-09-02,-0.8212335435803905
2005-09-05,-0.5719407571812879
2005-09-06,-0.14166130070829552
2005-09-08,-0.2751268162668797
2005-09-09,-0.0991464781446619
2005-09-12,0.09492988133765749
2005-09-13,0.3103849635728736
2005-09-14,0.13322446173018582
2005-09-15,-1.2360515021459142
2005-09-16,-0.32591691291501335
2005-09-19,-0.13951257793083288
2005-09-20,0.1877319362584504
2005-09-21,-0.5272790657137809
2005-09-22,-0.3285582862399883
2005-09-23,-0.3076652601968877
2005-09-26,-0.4364694471386983
2005-09-27,-0.22140548199974738
2005-09-28,-0.4437935472418101
2005-09-29,-0.8425088039941131
2005-09-30,-0.0989030749865225
2005-10-03,0.5265052650526671
2005-10-04,0.3805004700299759
2005-10-05,1.1639315019621805
2005-10-06,0.8860480493718451
2005-10-07,-1.118587782924068
2005-10-10,-1.0870525850640678
2005-10-11,-0.147426733380984
2005-10-13,1.2348440785647032
2005-10-14,-0.5126618641446026
2005-10-17,-0.706321354004724
2005-10-18,0.2371152469577745
2005-10-19,0.5802276277616641
2005-10-20,-0.4082538273796228
2005-10-21,0.4589404268591442
2005-10-24,0.34152399538722655
2005-10-25,-0.022101401228846698
2005-10-26,0.5659209479175858
2005-10-27,0.4616196254286551
2005-10-28,-0.2625705658395593
2005-10-31,-1.0881488306787632
2005-11-01,-0.1197711041121532
2005-11-03,-0.7994315153668435
2005-11-04,-0.4700931232091694
2005-11-07,-0.9806126580001008
2005-11-08,0.0863126334438746
2005-11-09,-1.4297385620914929
2005-11-10,0.1841875028779189
2005-11-11,-0.5699315162936088
2005-11-14,1.6502565524892443
2005-11-16,-0.0727603456116333
2005-11-17,-0.4914899426595174
2005-11-18,1.4680325619683647
2005-11-21,-0.027042862937753903
2005-11-22,1.4877597944186356
2005-11-23,-0.5819377193372215
2005-11-24,-0.04468275245754731
2005-11-25,-0.18328118015199513
2005-11-28,-1.052443011330545
2005-11-29,-0.5159771883769372
2005-11-30,0.4094631483166465
2005-12-01,0.4848210240145029
2005-12-02,-0.5230644361275065
2005-12-05,-0.4215584062372544
2005-12-06,-0.7328841951930173
2005-12-07,-0.03209978447286099
2005-12-08,1.4999999999999845
2005-12-09,1.4416775884665796
2005-12-12,0.8375657132673846
2005-12-13,-0.3048511089511313
2005-12-14,0.9483713715931592
2005-12-15,0.7814214847008385
2005-12-16,1.7380319728187397
2005-12-19,1.6227093680424685
2005-12-20,-1.0027385717295056
2005-12-21,-1.4001787462229094
2005-12-22,0.3712016574585641
2005-12-23,0.3139244861099167
2005-12-26,-0.008573755733698493
2005-12-27,0.8617363344051379
2005-12-28,-0.1827765025928624
2005-12-29,-0.3236383766980431
2005-12-30,0.0
2006-01-02,-0.1580723715127847
2006-01-03,0.385109114249026
2006-01-04,-1.6794543904518386
2006-01-05,-1.044827885198977
2006-01-06,0.19715224534499998
2006-01-09,-1.0406646261477857
2006-01-10,0.026511134676554603
2006-01-11,0.1811114056012194
2006-01-12,0.2204682746152818
2006-01-13,0.07919398125744151
2006-01-16,0.06594276168283558
2006-01-17,0.7117125032949805
2006-01-18,1.5355086372360542
2006-01-19,-0.21910981268259402
2006-01-20,-2.019375672766402
2006-01-23,-0.6459834768852141
2006-01-24,-0.7474899376354368
2006-01-25,-0.03119429590018319
2006-01-26,-0.22734364552222583
2006-01-27,-1.0276114735054933
2006-01-30,-0.1625135427952389
2006-01-31,0.1989509857117206
2006-02-01,0.257220216606479
2006-02-02,-0.03150740423998319
2006-02-03,-0.0360198108959931
2006-02-06,-1.4638320871993522
2006-02-07,-0.05028111715500369
2006-02-08,0.41159791457057077
2006-02-09,-0.8107123337584334
2006-02-10,-0.9321333455780896
2006-02-13,0.21320973348784011
2006-02-14,-0.8602747328985797
2006-02-15,-0.27991602519242753
2006-02-16,-0.926315789473686
2006-02-17,0.04249893752654721
2006-02-20,-0.0188803927121617
2006-02-21,0.5429137947313916
2006-02-22,0.8780579424332075
2006-02-23,-0.6097560975609754
2006-02-24,0.009366365381913197
2006-03-01,-0.8147974713181849
2006-03-02,-0.2218969831452754
2006-03-03,0.0993659506009159
2006-03-06,0.5010635783502687
2006-03-07,1.9801514510135954
2006-03-08,0.4427635826953038
2006-03-09,-0.7484617503902937
2006-03-10,-0.7772380291464428
2006-03-13,-0.4569403646197507
2006-03-14,-0.3747248114665749
2006-03-15,-0.2538906389580985
2006-03-16,-0.6976196087673856
2006-03-17,0.5743580006645432
2006-03-20,0.934491221446109
2006-03-21,0.9585710277751902
2006-03-22,-0.17599925895048768
2006-03-23,-0.2180670904282527
2006-03-24,0.5672835487770865
2006-03-27,0.8137599408174706
2006-03-28,1.9904604659695488
2006-03-29,-0.04496807266841651
2006-03-30,-1.2416771639373754
2006-03-31,-1.0386297376093179
2006-04-03,-0.8377830970355484
2006-04-04,-1.1558815337480142
2006-04-05,0.2395153336777191
2006-04-06,-0.21083208395801167
2006-04-07,0.516456171651236
2006-04-10,0.5278154047363418
2006-04-11,-0.4739336492891036
2006-04-12,-0.3921568627450963
2006-04-13,0.421822272215965
2006-04-17,-0.3873798189115923
2006-04-18,-0.2389542238673158
2006-04-19,-0.6997933496148739
2006-04-20,0.439861892825055
2006-04-24,-0.254285176116042
2006-04-25,0.24077046548958142
2006-04-26,-0.042386850657005606
2006-04-27,-0.4146249528835237
2006-04-28,-1.154428463285382
2006-05-02,-0.8328546812176874
2006-05-03,-0.0579206487112623
2006-05-04,-0.18835120254999652
2006-05-05,-0.38709053079789557
2006-05-08,0.3108757954048743
2006-05-09,-0.043581424628358
2006-05-10,-0.2712915415172822
2006-05-11,1.433012727096058
2006-05-12,2.040132177577702
2006-05-15,2.1917679635800478
2006-05-16,-1.7038669973362726
2006-05-17,1.9763584544222748
2006-05-18,0.0320718409236864
2006-05-19,0.4442815920853821
2006-05-22,4.345645234838105
2006-05-23,-1.2323558973910789
2006-05-24,4.9112871111897745
2006-05-25,-2.3659904685588997
2006-05-26,-2.721382289416851
2006-05-29,0.20426287744228439
2006-05-30,2.9646370646104674
2006-05-31,-0.9898859479233877
2006-06-01,-1.2692892849380484
2006-06-02,-0.5195262624928413
2006-06-05,-0.1681788006196108
2006-06-06,0.5718845591169196
2006-06-07,-0.819888918275591
2006-06-08,0.8933333333333235
2006-06-09,-0.3788379366547741
2006-06-12,0.4068096396197428
2006-06-13,1.3696217025586712
2006-06-14,-0.751585715526981
2006-06-16,-1.4182534471437864
2006-06-19,-0.5195151192220469
2006-06-20,0.45527584359934437
2006-06-21,-0.5687372256287119
2006-06-22,0.05809276968451452
2006-06-23,0.3170916886248815
2006-06-26,-0.903748553111916
2006-06-27,0.2515836290938317
2006-06-28,-0.2375084024199056
2006-06-29,-0.893899919144725
2006-06-30,-1.9036395775733221
2006-07-03,0.2679850298017864
2006-07-04,-0.2534445417261886
2006-07-05,1.4275154763004583
2006-07-06,-0.5237986791163715
2006-07-07,-0.34340659340660257
2006-07-10,-0.06891798759476231
2006-07-11,0.5011494252873607
2006-07-12,0.2561873827713992
2006-07-13,0.8715491672370395
2006-07-14,0.1085678096444553
2006-07-17,-0.018075011296880793
2006-07-18,-0.7412094368616113
2006-07-19,-0.6921045442127347
2006-07-20,0.38972948188902284
2006-07-21,0.1826901118976868
2006-07-24,-0.0866195577843398
2006-07-25,0.35134148567255086
2006-07-26,-0.0409221115809655
2006-07-27,-0.38664483260551985
2006-07-28,-0.4520754372345781
2006-07-31,-0.1743119266055081
2006-08-01,0.6571087216248542
2006-08-02,-0.38347409267290816
2006-08-03,0.0641583795426337
2006-08-04,-0.5266773528738167
2006-08-07,0.3360957642725589
2006-08-08,0.2110769513146361
2006-08-09,-0.6960025642199769
2006-08-10,-0.2720523816110981
2006-08-11,-0.0554836323284568
2006-08-14,-0.050888230940048795
2006-08-15,-0.5785697755149142
2006-08-16,-0.7029795158286944
2006-08-17,0.16878428430775472
2006-08-18,0.42593025977066806
2006-08-21,-0.4427665920954552
2006-08-22,-0.028088572632367595
2006-08-23,-0.004682744088024798
2006-08-24,0.7914208110892488
2006-08-25,0.22301723737396728
2006-08-28,-0.4543136618608279
2006-08-29,-0.2514786010338498
2006-08-30,-0.4155189317895381
2006-08-31,0.2719174871073533
2006-09-01,0.37404151860855817
2006-09-04,-0.8664058133035056
2006-09-05,0.028192839018892402
2006-09-06,0.7281097331830012
2006-09-08,0.6482301916709501
2006-09-11,0.783059957371889
2006-09-12,-0.08735230564111929
2006-09-13,-0.1472482974415592
2006-09-14,-0.49308755760368794
2006-09-15,-0.2454499143240913
2006-09-18,-0.4038997214484526
2006-09-19,0.302987927096443
2006-09-20,0.7993307928246149
2006-09-21,1.2863070539419041
2006-09-22,0.9467886567435794
2006-09-25,0.04960093790864475
2006-09-26,-0.9374436632413885
2006-09-27,-0.5459508644222058
2006-09-28,-0.3064958828911222
2006-09-29,-0.23402009819667388
2006-10-02,-0.5473277527366253
2006-10-03,0.1479905656014412
2006-10-04,0.0969752943892786
2006-10-05,-0.2168296733714761
2006-10-06,0.0323639558000854
2006-10-09,-0.22185246810872927
2006-10-10,-0.421530479896226
2006-10-11,0.2279387821556344
2006-10-13,-0.5894365543488208
2006-10-16,-0.4108501797469466
2006-10-17,0.1406403825418233
2006-10-18,-0.1029914329853331
2006-10-19,0.22494025024601919
2006-10-20,0.3273016318324326
2006-10-23,-0.3075919280421384
2006-10-24,0.3552896077789745
2006-10-25,0.2003074486421002
2006-10-26,-0.6834030683403046
2006-10-27,0.070214857463835
2006-10-30,0.3648610721302289
2006-10-31,-0.1211782252050761
