,IBOV
2004-02-26,-0.7385743109416434
2004-02-27,1.42380277487691
2004-03-01,3.4180648126867346
2004-03-02,-0.2497933204732583
2004-03-03,0.4816775389441258
2004-03-04,-0.6984324072636944
2004-03-05,2.1430804269191257
2004-03-08,0.5263871218778455
2004-03-09,-1.3895352124314495
2004-03-10,-4.425813052950982
2004-03-11,-4.186374900209036
2004-03-12,4.877402699982181
2004-03-15,-2.489460777560406
2004-03-16,1.7858404328967579
2004-03-17,1.3330001989552327
2004-03-18,2.140998127939365
2004-03-19,-0.48860298883769765
2004-03-22,-2.68411453419943
2004-03-23,-2.1151174116354303
2004-03-24,-1.0384392286688442
2004-03-25,0.0748164138634449
2004-03-26,2.574236681206058
2004-03-29,-0.047815793138667
2004-03-30,2.3779997863515776
2004-03-31,0.4518502724257861
2004-04-01,2.279799298175873
2004-04-02,1.3326209536762024
2004-04-05,0.8593004457729874
2004-04-06,-0.3218684789230215
2004-04-07,-2.7228280656737898
2004-04-08,1.2533751570617662
2004-04-12,0.2415873476877543
2004-04-13,-0.7023828337635358
2004-04-14,-1.359882579709611
2004-04-15,-2.565883829329498
2004-04-16,0.1352377009590952
2004-04-19,-0.653225473037224
2004-04-20,-2.5389911544526003
2004-04-22,0.3036398830986532
2004-04-23,2.1233019260604777
2004-04-26,-1.236191843634939
2004-04-27,-0.0328274775366281
2004-04-28,-3.9546644399200623
2004-04-29,-2.971631759924952
2004-04-30,-1.2987535992590011
2004-05-03,0.5171569627483729
2004-05-04,1.4156256659529305
2004-05-05,0.1931197342352386
2004-05-06,-4.173033326342488
2004-05-07,-2.9728250957504923
2004-05-10,-5.455961331901186
2004-05-11,5.297061479996125
2004-05-12,-1.1377491017769947
2004-05-13,0.4152638098408225
2004-05-14,1.1379321588105515
2004-05-17,-2.6263755158184203
2004-05-18,2.39427448903013
2004-05-19,0.7108098058341588
2004-05-20,-2.3977697156494533
2004-05-21,0.2489021441768523
2004-05-24,2.0989308468458363
2004-05-25,1.018784849994375
2004-05-26,1.1129669397385784
2004-05-27,3.486737915193956
2004-05-28,-0.3390036636718604
2004-05-31,-0.6238750419475988
2004-06-01,0.005628124248516997
2004-06-02,0.8738450204135826
2004-06-03,-1.6057535274844315
2004-06-04,2.158247422680429
2004-06-07,3.169229061441967
2004-06-08,-0.7976798325410354
2004-06-09,-2.065698072836801
2004-06-11,-0.15202847261725969
2004-06-14,-1.7484685774786315
2004-06-15,2.8725811665819885
2004-06-16,2.056615538097016
2004-06-17,-0.6119316904368617
2004-06-18,-0.006393044367726496
2004-06-21,-0.1981970462246635
2004-06-22,-0.46222835460503064
2004-06-23,3.1530951720860028
2004-06-24,-0.6133585459850927
2004-06-25,0.2023343297132091
2004-06-28,-1.9243188017464725
2004-06-29,2.2107130397181343
2004-06-30,1.67349332717974
2004-07-01,0.9447299859567118
2004-07-02,1.0291024746237551
2004-07-05,0.4724504367500656
2004-07-06,-2.2251653184312183
2004-07-07,-0.07976175305948599
2004-07-08,-1.3405003022974495
2004-07-12,3.087028543523854
2004-07-13,0.6706235312694274
2004-07-14,-0.017991751473928702
2004-07-15,1.8087271082975294
2004-07-16,1.7330849728298854
2004-07-19,-1.5356103906517793
2004-07-20,1.1709135659475833
2004-07-21,-2.4636423805520287
2004-07-22,-0.36679917286785646
2004-07-23,-0.6405802036787372
2004-07-26,-1.2662624877842945
2004-07-27,1.9669101263269495
2004-07-28,1.9841744490959992
2004-07-29,0.268401275695467
2004-07-30,0.49082680247258237
2004-08-02,0.49738325371917785
2004-08-03,-0.334550962223801
2004-08-04,-0.8715901827657572
2004-08-05,-3.8218226252260123
2004-08-06,1.5114649114170853
2004-08-09,-1.8094741071552174
2004-08-10,2.2379109068759924
2004-08-11,-0.7682858943629889
2004-08-12,0.0023180665470476994
2004-08-13,-0.7830247285607036
2004-08-16,1.6938223378953636
2004-08-17,1.3632729578474412
2004-08-18,3.256045873846909
2004-08-19,0.6848473141693173
2004-08-20,1.1371365784746221
2004-08-23,-1.4808843056441576
2004-08-24,0.0787673780527882
2004-08-25,0.823345765868978
2004-08-26,-2.066058356173892
2004-08-27,0.06553892480735606
2004-08-30,1.2054804220066528
2004-08-31,-0.2885977646791384
2004-09-01,-1.2730669379736044
2004-09-02,0.7782204869208152
2004-09-03,-1.2032739630026221
2004-09-06,0.38545444811757024
2004-09-08,0.1457680599071124
2004-09-09,-1.0996569673786134
2004-09-10,-1.4286675790276524
2004-09-13,-0.7233215435108058
2004-09-14,2.2935275021550545
2004-09-15,0.1528503680062982
2004-09-16,2.382348333967369
2004-09-17,0.8646692137542821
2004-09-20,0.019936204146731
2004-09-21,0.1195933824994881
2004-09-22,-1.5442010231197214
2004-09-23,0.855422216361148
2004-09-24,0.1242176467511626
2004-09-27,-0.6007287100439238
2004-09-28,1.7364380466057172
2004-09-29,-0.09599407677804021
2004-09-30,0.158994842362432
2004-10-01,2.287784144683624
2004-10-04,1.5704252008243276
2004-10-05,0.2273254273221133
2004-10-06,-0.7362024019532916
2004-10-07,0.3208876643456759
2004-10-08,-0.735971324499473
2004-10-11,0.1132621161208361
2004-10-13,-2.774496011087971
2004-10-14,-1.4161009562331022
2004-10-15,1.7783488316383222
2004-10-18,0.18529771737176748
2004-10-19,-2.2130527826543713
2004-10-20,-0.0851788756388312
2004-10-21,0.8105449537674616
2004-10-22,-1.4024953488674705
2004-10-25,-0.5845483934815687
2004-10-26,1.0896976454036265
2004-10-27,1.4088205559129487
2004-10-28,-1.0457127073730612
2004-10-29,0.5395032383278526
2004-11-01,0.9578261510831965
2004-11-03,1.6633008206935038
2004-11-04,0.92772219897634
2004-11-05,-1.415434094373436
2004-11-08,-1.4004995412376329
2004-11-09,0.017232540205668598
2004-11-10,1.0281746561623626
2004-11-11,0.281821050028582
2004-11-12,2.1882852125999572
2004-11-16,-1.095467518743191
2004-11-17,1.6729695735757404
2004-11-18,-0.1104684358165995
2004-11-19,-0.45106055146190654
2004-11-22,1.7088149387123326
2004-11-23,-0.4270829498177586
2004-11-24,0.11421293728560039
2004-11-25,2.0448697693314664
2004-11-26,0.5276153555371645
2004-11-29,-0.5720503404299533
2004-11-30,1.1003910713423681
2004-12-01,0.42342697277572894
2004-12-02,-0.1359239459950028
2004-12-03,1.061887906541159
2004-12-06,0.6459085911732381
2004-12-07,-2.5120452550473034
2004-12-08,-0.08083686160887221
2004-12-09,-1.771839605261057
2004-12-10,1.6606866182826183
2004-12-13,1.1707234902720445
2004-12-14,1.3395334823906182
2004-12-15,0.049680985482993406
2004-12-16,0.9982092446766015
2004-12-17,-0.6658640166311184
2004-12-20,-0.47741347124411937
2004-12-21,1.3827212706468326
2004-12-22,-0.6431128981795802
2004-12-23,0.602568887230205
2004-12-27,0.22683185074696088
2004-12-28,0.692835304141965
2004-12-29,0.1711555102884853
2004-12-30,0.13378540057260568
2005-01-03,-1.8103354487760726
2005-01-04,-3.397751575401747
2005-01-05,-0.6287819884385323
2005-01-06,-1.315699948970894
2005-01-07,1.560680807963912
2005-01-10,-1.839923837909876
2005-01-11,0.32101248606015487
2005-01-12,0.5733719547949926
2005-01-13,1.2082612527336334
2005-01-14,0.47726856767829384
2005-01-17,-1.6406189503906414
2005-01-18,-1.7378183838448231
2005-01-19,0.7556916608653097
2005-01-20,-2.724460194229941
2005-01-21,0.8826779534238929
2005-01-24,1.5926782563206519
2005-01-26,1.3738484452254012
2005-01-27,-2.0401823714154252
2005-01-28,-0.2563910494096855
2005-01-31,1.5959970110258965
2005-02-01,-0.8260980623902009
2005-02-02,1.8878268913673442
2005-02-03,1.0902908959673978
2005-02-04,3.4506825099512866
2005-02-09,2.260070558224519
2005-02-10,0.38873582001635026
2005-02-11,0.9643096042177886
2005-02-14,-0.5197873907220434
2005-02-15,0.2948527225161957
2005-02-16,-0.8494512613997927
2005-02-17,2.67900188295364
2005-02-18,-1.235322106197241
2005-02-21,0.3617846297593984
2005-02-22,-0.420771569709955
2005-02-23,1.7142818677295206
2005-02-24,4.55066205954307
2005-02-25,-0.03914029209980141
2005-02-28,-1.0058385142114035
2005-03-01,-1.4540250533687482
2005-03-02,1.6939067392042937
2005-03-03,1.6620744192314014
2005-03-04,1.8445047508755064
2005-03-07,0.8844344267376414
2005-03-08,-1.4741599338933096
2005-03-09,-1.7461028489518065
2005-03-10,0.18597581718189748
2005-03-11,-1.7242676903011178
2005-03-14,0.0854143432694911
2005-03-15,-1.8192177698122682
2005-03-16,0.8663277959642244
2005-03-17,0.931191650036964
2005-03-18,-1.7538381454277836
2005-03-21,-0.6592554338470508
2005-03-22,-2.8939847522959328
2005-03-23,-1.3892447458605184
2005-03-24,1.728151988683462
2005-03-28,-1.664901497572457
2005-03-29,-1.5814256748213247
2005-03-30,2.428984044627962
2005-03-31,0.5321918051453441
2005-04-01,0.6132131308329603
2005-04-04,-1.3710403031616991
2005-04-05,-1.3947570223522328
2005-04-06,-1.3187810022412871
2005-04-07,2.3848173091704488
2005-04-08,-1.6086465512358894
2005-04-11,0.058335776868361194
2005-04-12,1.183332799222221
2005-04-13,-0.5346061105364014
2005-04-14,-4.151405790890928
2005-04-15,-1.3134406019852756
2005-04-18,0.8971096109036976
2005-04-19,2.770144679592093
2005-04-20,-1.9702990318847164
2005-04-22,-1.1785763876142796
2005-04-25,1.8752326679064646
2005-04-26,0.2903117135326875
2005-04-27,-0.2491627066064687
2005-04-28,-3.1772424202807255
2005-04-29,1.6530065209448226
2005-05-02,-0.5599004979129631
2005-05-03,0.044647555515979306
2005-05-04,3.070283864906528
2005-05-05,-0.151720526472203
2005-05-06,0.6030078841570796
2005-05-09,-0.4863379863379856
2005-05-10,-2.756909060564111
2005-05-11,-0.2586550502751943
2005-05-12,-2.3539333712841133
2005-05-13,-0.9529685573864808
2005-05-16,2.0557246820923454
2005-05-17,0.1405336669606355
2005-05-18,1.9881406280977723
2005-05-19,-0.277571157983018
2005-05-20,-1.2348458516871954
2005-05-23,-1.2540366138564691
2005-05-24,1.3642432404194382
2005-05-25,-0.2722320091390591
2005-05-27,3.1744695940342615
2005-05-30,0.6681322231848266
2005-05-31,-0.8541068319893412
2005-06-01,2.9426664820623762
2005-06-02,2.6629331650020247
2005-06-03,-1.0293233853219106
2005-06-06,-3.069755234278586
2005-06-07,-2.0744819468889335
2005-06-08,-1.2970458840969883
2005-06-09,-0.8823350808655298
2005-06-10,1.909036883948613
2005-06-13,-0.19686625158560397
2005-06-14,3.382924066223251
2005-06-15,-1.0210439306035026
2005-06-16,1.0562614740645835
2005-06-17,1.3294871989042545
2005-06-20,-0.1815821020906865
2005-06-21,-1.2432857883319546
2005-06-22,-0.1688458918702048
2005-06-23,-3.3595357939111774
2005-06-24,0.40833218486126477
2005-06-27,1.2395598009544455
2005-06-28,0.1398173375877149
2005-06-29,-0.5331530293289571
2005-06-30,-0.29908828815634014
2005-07-01,1.038792138184135
2005-07-04,-1.0545034182172028
2005-07-05,-1.4764102181194823
2005-07-06,-0.639965438380983
2005-07-07,-0.27470891459999747
2005-07-08,-0.1087956363951715
2005-07-11,2.4266969005741066
2005-07-12,2.0813828821878153
2005-07-13,1.2517891233050926
2005-07-14,0.24768031757535852
2005-07-15,-2.694526802713747
2005-07-18,0.39470246253895824
2005-07-19,-0.1993595849782251
2005-07-20,1.718043892903216
2005-07-21,0.5353483168098156
2005-07-22,-1.7457377167806005
2005-07-25,-3.3887291005595066
2005-07-26,1.3765557489179854
2005-07-27,1.8873296185892985
2005-07-28,2.8832393631338302
2005-07-29,-0.0997760888003254
2005-08-01,0.981900257887531
2005-08-02,1.865041807250484
2005-08-03,-0.2779920070298796
2005-08-04,-0.9140127281241632
2005-08-05,0.18141360564263143
2005-08-08,0.7288279020375648
2005-08-09,2.172310555987956
2005-08-10,-0.6394679064204772
2005-08-11,-1.7841259258057327
2005-08-12,1.1925752596766837
2005-08-15,1.5742795930649667
2005-08-16,-1.077332546241065
2005-08-17,1.2408373676611075
2005-08-18,-1.883490442848936
2005-08-19,-0.9515705356260025
2005-08-22,2.315400560806523
2005-08-23,-1.8025962668576159
2005-08-24,-0.2125570803547986
2005-08-25,2.580264281954652
2005-08-26,-1.1204442947372064
2005-08-29,1.0711355505763005
2005-08-30,0.7993841846014779
2005-08-31,1.597935642054307
2005-09-01,-0.2946710677155265
2005-09-02,1.2764379327942648
2005-09-05,0.716442006828614
2005-09-06,1.1672393240305705
2005-09-08,-0.09308637833686369
2005-09-09,1.66452407827651
2005-09-12,-0.7555298211301954
2005-09-13,-0.7329178367406395
2005-09-14,0.6119494481060592
2005-09-15,1.0886406501344759
2005-09-16,1.5309757054359008
2005-09-19,0.8726572428136301
2005-09-20,-0.056623183519618606
2005-09-21,2.5892420204404623
2005-09-22,-0.5151555146382943
2005-09-23,2.006882360016474
2005-09-26,-0.4886222998513142
2005-09-27,-0.8550087986333205
2005-09-28,1.432553391196873
2005-09-29,-0.3461990903413011
2005-09-30,1.2014872718673775
2005-10-03,0.8622777697040211
2005-10-04,-1.7965145169861971
2005-10-05,-3.5811152278988896
2005-10-06,-3.103483943518519
2005-10-07,2.550996667510612
2005-10-10,1.0150138508036681
2005-10-11,1.113081055658348
2005-10-13,-2.398198484822237
2005-10-14,-0.3675363219058596
2005-10-17,1.5834280028834211
2005-10-18,-3.8810764373986535
2005-10-19,0.7884983818926081
2005-10-20,-3.252982973405906
2005-10-21,2.9343340831665614
2005-10-24,2.2594075430348197
2005-10-25,-1.1294121432586426
2005-10-26,0.7862897963016587
2005-10-27,-2.0095883043272518
2005-10-28,0.6372946796226407
2005-10-31,2.985621890581197
2005-11-01,2.3389132300285578
2005-11-03,0.6480966973476394
2005-11-04,-0.6831839387626384
2005-11-07,0.20959935248887931
2005-11-08,0.05931719319829651
2005-11-09,-0.983287375769263
2005-11-10,0.1908624091707899
2005-11-11,-0.6955664190908798
2005-11-14,-0.9570681156793457
2005-11-16,0.8711110405150746
2005-11-17,1.9843764147638137
2005-11-18,0.04944188889246
2005-11-21,0.024756955820407697
2005-11-22,1.2180621901525557
2005-11-23,1.4403437897857274
2005-11-24,0.006793444232400192
2005-11-25,-0.0784792984633211
2005-11-28,-1.7610149982800551
2005-11-29,0.9375732479099947
2005-11-30,0.8379052526653366
2005-12-01,2.194520997745396
2005-12-02,0.6599896128359284
2005-12-05,-0.3998483207923864
2005-12-06,1.5970376595088278
2005-12-07,-1.40452126843051
2005-12-08,-0.8448630039756606
2005-12-09,1.3599736946136696
2005-12-12,0.14835172846166228
2005-12-13,1.3619709680745968
2005-12-14,0.6278342232788102
2005-12-15,-1.2970766414100665
2005-12-16,0.2968975337470706
2005-12-19,-0.8607219431079605
2005-12-20,0.1856067228051894
2005-12-21,1.3624653085764007
2005-12-22,-0.012501100186341305
2005-12-23,-0.5418815344318514
2005-12-26,-0.10122629627564009
2005-12-27,0.2198662242713709
2005-12-28,-0.6959691921633173
2005-12-29,0.9579799676991738
2006-01-02,0.15342566970169
2006-01-03,3.083838223764581
2006-01-04,1.3369491768812314
2006-01-05,-0.18930146730065098
2006-01-06,1.542558687844739
2006-01-09,-0.3881322688472008
2006-01-10,-0.8147474639425374
2006-01-11,2.5758486160398464
2006-01-12,-0.48102705144378827
2006-01-13,0.32929654856299323
2006-01-16,1.7732898906653214
2006-01-17,-1.1340494579248366
2006-01-18,-0.8698379844388309
2006-01-19,2.940914431678757
2006-01-20,-0.443700572382965
2006-01-23,-0.171414634013416
2006-01-24,2.0963235444662
2006-01-26,1.6435706518266022
2006-01-27,-0.5054405756140595
2006-01-30,1.1099824388943702
2006-01-31,0.36807659842415263
2006-02-01,0.265848244526182
2006-02-02,-3.0678313850336827
2006-02-03,-0.113820994370868
2006-02-06,0.1596007485428003
2006-02-07,-2.035036386825719
2006-02-08,-0.1703695397095682
2006-02-09,1.0490580532671316
2006-02-10,0.2520449505467604
2006-02-13,-2.329448845133504
2006-02-14,1.4203098802540304
2006-02-15,1.6720506906403265
2006-02-16,2.7312274935350382
2006-02-17,0.4324506311233442
2006-02-20,0.30542532721631177
2006-02-21,-0.9683911281973363
2006-02-22,0.21073747110318647
2006-02-23,0.4159345716198136
2006-02-24,0.5335436505415174
2006-03-01,1.4697598237158471
2006-03-02,-0.1328045654345254
2006-03-03,0.2911375193478417
2006-03-06,-2.2573283468931313
2006-03-07,-2.4284311562972145
2006-03-08,-0.3567364943838662
2006-03-09,-2.619560471859337
2006-03-10,1.5929050979187163
2006-03-13,-0.2648635739803067
2006-03-14,2.0343826458199112
2006-03-15,1.8712629679855495
2006-03-16,-0.22840190053390963
2006-03-17,-0.2816547788274868
2006-03-20,0.4056855905135419
2006-03-21,-2.108496256759505
2006-03-22,1.2101713433415053
2006-03-23,-0.9953345509277317
2006-03-24,0.2753920400492685
2006-03-27,0.1703433345618916
2006-03-28,-2.5473512169954713
2006-03-29,2.2064101372300176
2006-03-30,0.7606776670062197
2006-03-31,0.4638036718871631
2006-04-03,2.0159691315101584
2006-04-04,0.2200321460275908
2006-04-05,0.6467149078429761
2006-04-06,0.5936517366054652
2006-04-07,-0.912688392324412
2006-04-10,-1.1605464556398222
2006-04-11,-1.4906927222101325
2006-04-12,1.3883996782159138
2006-04-13,-0.898525297437444
2006-04-17,0.9987624116613457
2006-04-18,2.885903353085915
2006-04-19,0.923040689651173
2006-04-20,-0.40851084713357
2006-04-24,-0.058554971905408
2006-04-25,-0.033281930402281994
2006-04-26,1.6910484077359436
2006-04-27,-1.6298416780375837
2006-04-28,1.539516555878208
2006-05-02,1.6181978633128715
2006-05-03,-0.2360508847885393
2006-05-04,0.1369020737169535
2006-05-05,1.0774413568210024
2006-05-08,0.23714745080978528
2006-05-09,1.117173373119294
2006-05-10,-0.5426247085169963
2006-05-11,-2.166221572877612
2006-05-12,-1.5548238833287078
2006-05-15,-2.338905554739052
2006-05-16,0.3691995075302964
2006-05-17,-2.8560671638534454
2006-05-18,-1.262787707086935
2006-05-19,-0.19649722340879788
2006-05-22,-3.2755004523908355
2006-05-23,-1.0601442532684888
2006-05-24,-0.8807532539462809
2006-05-25,4.963963974032151
2006-05-26,2.8242955697647787
2006-05-29,-1.2543713116148036
2006-05-30,-4.542228828566673
2006-05-31,0.3227736840992314
2006-06-01,3.3349539173786815
2006-06-02,0.5136125335445597
2006-06-05,-3.1688216122531587
2006-06-06,-0.4955380886045754
2006-06-07,-3.539053225303503
2006-06-08,0.4927971869328466
2006-06-09,-1.024753807941702
2006-06-12,-4.333930251010481
2006-06-13,-2.106750446735629
2006-06-14,0.285713328914937
2006-06-16,4.424394061465383
2006-06-19,-1.4580981030799678
2006-06-20,-0.7823915438817436
2006-06-21,2.7191252177232883
2006-06-22,-0.66539032450045
2006-06-23,1.0037366570338826
2006-06-26,-0.08649435882523411
2006-06-27,-0.7378020538681083
2006-06-28,1.3350116492071444
2006-06-29,4.74246188780422
2006-06-30,0.3946372743799309
2006-07-03,1.9834204461508294
2006-07-04,0.027143361922199502
2006-07-05,-2.647525887579882
2006-07-06,0.42635623754227847
2006-07-07,-1.1801616779071327
2006-07-10,0.1070855393526812
2006-07-11,1.1425364907760238
2006-07-12,-0.8859602183754448
2006-07-13,-2.4163317895726877
2006-07-14,-0.013011154519333004
2006-07-17,-1.3673956878817632
2006-07-18,0.7574934083933726
2006-07-19,4.711102229919259
2006-07-20,-2.5515794967847323
2006-07-21,-0.9385485582550502
2006-07-24,2.0106504010092703
2006-07-25,1.260035020603519
2006-07-26,-0.23589978743665008
2006-07-27,0.8018188625004391
2006-07-28,1.337409848046973
2006-07-31,-0.8130855572313741
2006-08-01,-0.6413928589922898
2006-08-02,1.219051062574206
2006-08-03,0.4365700861393972
2006-08-04,1.0592186790326175
2006-08-07,-0.3971952986534431
2006-08-08,-0.2576029476716709
2006-08-09,-0.9183935081610739
2006-08-10,0.2647689767205169
2006-08-11,-1.0958200727316367
2006-08-14,-1.0490079289354308
2006-08-15,2.021644079035196
2006-08-16,1.0239186956860915
2006-08-17,-0.3156234398973793
2006-08-18,-0.01911664588595839
2006-08-21,-1.041523808103544
2006-08-22,-1.3000059202488572
2006-08-23,-3.177451250098498
2006-08-24,0.8029939091183138
2006-08-25,0.4476878956657363
2006-08-28,1.159673970841152
2006-08-29,-0.19475176435366778
2006-08-30,0.0268843342835794
2006-08-31,-0.2236362690057087
2006-09-01,3.027498729031785
2006-09-04,0.9756450387967414
2006-09-05,-0.8632557201734556
2006-09-06,-1.7611076440886637
2006-09-08,-0.4123959033360759
2006-09-11,-2.1499526238508917
2006-09-12,1.0459713595559348
2006-09-13,1.115040781084594
2006-09-14,-1.083756888905554
2006-09-15,0.04516839263585831
2006-09-18,0.8649449971288304
2006-09-19,-1.636662556965234
2006-09-20,-1.920236707232533
2006-09-21,-1.0413224690232659
2006-09-22,-0.0898074308184106
2006-09-25,0.49984482223524607
2006-09-26,2.4196845886253113
2006-09-27,0.8003301044111453
2006-09-28,1.0539904568926048
2006-09-29,-0.10083267121066788
2006-10-02,1.6690261019385668
2006-10-03,-1.6736040369423348
2006-10-04,3.5999676158248763
2006-10-05,0.602845775377503
2006-10-06,-0.0959005036224588
2006-10-09,1.2280563957613477
2006-10-10,0.646559411889228
2006-10-11,-0.8601284863492816
2006-10-13,1.3776606307412813
2006-10-16,0.9752855586694975
2006-10-17,-0.8451897649344603
2006-10-18,-0.5437624525997791
2006-10-19,0.6042497555316542
2006-10-20,-0.7115410556337164
2006-10-23,1.5111216003387016
2006-10-24,0.6939650381525264
2006-10-25,0.1611434016777052
2006-10-26,0.2076454472313994
2006-10-27,-0.7978603992757621
2006-10-30,-1.088219297623318
2006-10-31,0.9313507361989648
2006-11-01,1.6994716880792233
2006-11-03,1.2650372338627114
2006-11-06,2.006742643410996
2006-11-07,-0.4807667830156243
2006-11-08,0.6965451196407455
2006-11-09,-1.2550130968932895
2006-11-10,-0.23412685579100412
2006-11-13,-0.2802805113566074
2006-11-14,1.6867298973865341
2006-11-16,-0.31200730430822415
2006-11-17,-0.321754089403626
2006-11-21,1.3184926039674543
2006-11-22,0.8239516579104269
2006-11-23,0.37437143487019786
2006-11-24,-0.7418855745316791
2006-11-27,-2.0190039111330824
2006-11-28,0.3141174684947708
2006-11-29,2.2582574680549596
2006-11-30,-0.09094589207866481
2006-12-01,-1.4422691682501736
