dtref,Risk Factor - Nefin - Rm_minus_Rf - Retorno de Mercado,Risk Factor - Nefin - SMB - Size,Risk Factor - Nefin - HML - Value,Risk Factor - Nefin - WML - Momentum,Risk Factor - Nefin - IML - Iliquidez,Risk Factor - Nefin - Risk_free - Livre de Risco
2008-04-29,-0.027659013867378235,0.013674428686499596,-0.008071319200098515,-0.007011681795120239,0.015458947978913784,0.0004356141434982419
2008-04-30,0.05680219829082489,-0.024708043783903122,-0.017467550933361053,-0.003738749772310257,-0.027274038642644882,0.0004356141434982419
2008-05-02,0.02182474173605442,0.04376264661550522,-0.02809787355363369,-0.027355415746569633,0.015899304300546646,0.00043525840737856925
2008-05-05,0.009338856674730778,0.00744806369766593,0.0008624084293842316,-0.0013857195153832436,0.005484866909682751,0.0004373924166429788
2008-05-06,0.0003331212792545557,0.007499304600059986,-6.9979578256607056e-06,0.001909082056954503,0.0032213523518294096,0.00043810351053252816
2008-05-07,-0.012896985746920109,0.005927412770688534,0.00211537629365921,0.003583264537155628,0.013923882506787777,0.00043845901382155716
2008-05-08,0.009570837020874023,-0.003266668878495693,-0.008598926477134228,0.0014875112101435661,-0.0014452487230300903,0.0004395252908580005
2008-05-09,-0.00026357563911005855,0.002154282294213772,0.004041701089590788,0.003771341871470213,-0.0031853020191192627,0.0004395252908580005
2008-05-12,0.010374264791607857,-0.008049216121435165,-0.003522386308759451,0.0036035613156855106,-0.00528905401006341,0.00044059130595996976
2008-05-13,0.001534278504550457,-0.0017083440907299519,-0.0015027886256575584,0.0048394715413451195,-0.0005641179159283638,0.00044130181777291
2008-05-14,-0.006522755604237318,0.015609167516231537,0.0003831986687146127,0.0005395291373133659,0.015085125342011452,0.00044307755888439715
2008-05-15,0.018089188262820244,-0.007691757753491402,0.0014866944402456284,0.0004505254328250885,-0.011792710982263088,0.00044343259651213884
2008-05-16,0.016217371448874474,-0.010839181020855904,0.0035713408142328262,0.002626583445817232,-0.0030460217967629433,0.00044343259651213884
2008-05-19,0.010829269886016846,-0.004045640584081411,0.0017974821384996176,-0.0042122164741158485,0.0010493574663996696,0.00044449756387621164
2008-05-20,0.0022380792070180178,-0.002260008826851845,0.003272583708167076,-0.004533930215984583,-0.0035027703270316124,0.00044591710320673883
2008-05-21,-0.011803779751062393,0.004026600159704685,0.013515682891011238,0.006327553652226925,0.013222816400229931,0.0004469814011827111
2008-05-23,-0.014523152261972427,0.011343060061335564,0.005070725921541452,-0.0044358037412166595,0.013529249466955662,0.0004484000091906637
2008-05-26,0.004176403861492872,0.00584516953676939,0.0008809568826109171,-0.0013029933907091618,0.0074662151746451855,0.00044910915312357247
2008-05-27,-0.008722095750272274,-0.007913205772638321,0.0015139998868107796,0.002638723701238632,-0.006180102005600929,0.0004501726070884615
2008-05-28,0.024572018533945084,-0.010230550542473793,0.0047346241772174835,0.012490127235651016,-0.014688326045870781,0.00044981815153732896
2008-05-29,-0.020585130900144577,0.007098957896232605,-0.003548881970345974,-0.020757358521223068,0.010937083512544632,0.0004501726070884615
2008-05-30,0.01205412857234478,-0.0032171085476875305,-0.003133741207420826,0.007732038386166096,-0.005253974348306656,0.000451235770015046
2008-06-02,-0.008721941150724888,0.01940295100212097,-0.0004194485954940319,-0.007435965817421675,0.02139722742140293,0.0004522986419033259
2008-06-03,-0.027963820844888687,0.011412778869271278,-0.0036838361993432045,-0.00528629869222641,0.015102534554898739,0.0004533612518571317
2008-06-04,-0.019855400547385216,0.0006486065685749054,0.002557463478296995,0.00175571721047163,0.0013029351830482483,0.00045442357077263296
2008-06-05,0.03486897796392441,-0.01607976108789444,0.006735391914844513,0.009345214813947678,-0.017182283103466034,0.0004533612518571317
2008-06-06,-0.018324991688132286,0.011154858395457268,0.002598162740468979,0.0015201661735773087,0.013362880796194077,0.0004533612518571317
2008-06-09,-0.006999779026955366,-8.738134056329727e-06,0.010616326704621315,0.0038608780596405268,0.008623397909104824,0.00045371538726612926
2008-06-10,-0.02231484465301037,-0.00839500967413187,0.005635751411318779,0.0024905409663915634,0.003035126253962517,0.00045406949357129633
2008-06-11,-0.014163237065076828,0.004555779509246349,0.005514706019312143,0.0029974114149808884,0.008418519981205463,0.0004547776188701391
2008-06-12,0.006755429320037365,-0.001812046393752098,0.006544531788676977,0.0023380503989756107,-0.004703203681856394,0.0004547776188701391
2008-06-13,-0.002182446187362075,-0.0014895140193402767,-0.006371579598635435,-0.007124336436390877,0.001270840410143137,0.00045583953033201396
2008-06-16,0.00045790598960593343,0.0030657085590064526,0.002888270653784275,-0.0049659814685583115,-0.0004643527790904045,0.0004554855986498296
2008-06-17,0.014506310224533081,-0.022412627935409546,-0.0013178004883229733,0.013085547834634781,-0.02956528216600418,0.00045583953033201396
2008-06-18,-0.0195964016020298,0.005840133875608444,0.001575784757733345,0.002278164029121399,0.014171401970088482,0.00045583953033201396
2008-06-19,-0.008416719734668732,-0.012397228740155697,0.014091888442635536,0.009791217744350433,-0.0016019082395359874,0.0004561934620141983
2008-06-20,-0.02779502421617508,0.011556829325854778,-0.003020191565155983,-0.0030307043343782425,0.020998287945985794,0.00045654733548872173
2008-06-23,0.0010021295165643096,0.020318198949098587,-0.005422336049377918,-0.014681600965559483,0.003131056670099497,0.00045654733548872173
2008-06-24,-0.006458704359829426,0.0035763662308454514,0.00548643060028553,0.0031038587912917137,0.004309007897973061,0.00045690120896324515
2008-06-25,0.02414904162287712,-0.015986379235982895,0.007243857719004154,0.004659334197640419,-0.019062533974647522,0.00045690120896324515
2008-06-26,-0.026127725839614868,0.011021541431546211,0.004294440150260925,0.001034460961818695,0.01945704221725464,0.0004576088103931397
2008-06-27,0.0018797522643581033,-0.002776921959593892,0.006938060745596886,0.0040011657401919365,-0.004916592501103878,0.00045831629540771246
2008-06-30,0.010775165632367134,-0.00652507646009326,0.00012162420898675919,0.006348849274218082,-0.0008853143081068993,0.00045831629540771246
2008-07-01,-0.02295530214905739,0.010967615991830826,-3.8003548979759216e-05,0.0013232305645942688,0.00876825861632824,0.00045902366400696337
2008-07-02,-0.033713553100824356,-0.005695929750800133,0.002780914306640625,0.01037055067718029,0.00576542504131794,0.00046114501310512424
2008-07-03,-0.027674812823534012,0.015003161504864693,-0.0007686056196689606,-0.009419972077012062,0.02282729744911194,0.0004618518578354269
2008-07-04,0.0024175457656383514,0.0012819484109058976,-0.0002093813382089138,0.012815790250897408,0.0008759917691349983,0.0004618518578354269
2008-07-07,-0.006563354749232531,-0.004235995467752218,-0.0006569006945937872,0.0026877587661147118,-0.00905551202595234,0.00046326519805006683
2008-07-08,0.002418119227513671,-0.02078399620950222,0.005726727191358805,0.003717890940606594,-0.028304748237133026,0.00046361846034415066
2008-07-10,0.0039698658511042595,-0.014326211996376514,0.014776172116398811,0.011316794902086258,-0.024780578911304474,0.00046538427704945207
2008-07-11,-0.001483163912780583,0.008631155826151371,-0.005480916239321232,-0.00963723286986351,0.0030020633712410927,0.00046609039418399334
2008-07-14,0.007504947949200869,0.006871147081255913,0.00024163676425814629,-0.0038048839196562767,-0.0006009088829159737,0.0004682079888880253
2008-07-15,0.000565405935049057,-0.013065267354249954,0.00472345482558012,-0.0036774277687072754,-0.0134153813123703,0.00046785513404756784
2008-07-16,0.014666292816400528,-0.01685575395822525,0.0017841793596744537,0.005088154226541519,-0.019742565229535103,0.0004682079888880253
2008-07-17,-0.02979738637804985,0.011634405702352524,-0.002129398286342621,-0.011921095661818981,0.019346807152032852,0.00046961905900388956
2008-07-18,-0.00022626362624578178,0.0032330770045518875,0.0027789194136857986,0.0049708010628819466,0.0002812575548887253,0.00047102966345846653
2008-07-21,0.01143186166882515,-0.0045914617367088795,0.009796985425055027,0.008409778587520123,-0.00040116067975759506,0.0004727922205347568
2008-07-22,-0.019618574529886246,0.004701325204223394,-0.008453726768493652,-0.005456249229609966,-0.00255005294457078,0.00047349699889309704
2008-07-23,-0.0048883636482059956,0.0008343816734850407,-0.014275790192186832,-0.014054462313652039,-0.0011801718501374125,0.00047490623546764255
2008-07-24,-0.03212496638298035,0.011841651052236557,-0.01088420394808054,-0.01475760992616415,0.014281882904469967,0.00047948278370313346
2008-07-25,-0.007315122988075018,0.0036476165987551212,-0.011147093027830124,-0.009596261195838451,-0.0011632562382146716,0.00047983459080569446
2008-07-28,-0.004871081560850143,0.005129238590598106,0.0004919888451695442,0.003910356666892767,0.008426837623119354,0.00047983459080569446
2008-07-29,0.017674516886472702,-0.021620050072669983,0.006860936526209116,0.013631142675876617,-0.026051945984363556,0.00047983459080569446
2008-07-30,0.03459286689758301,-0.015321668237447739,-0.0008726827800273895,0.019775699824094772,-0.016556890681385994,0.00047983459080569446
2008-07-31,-0.007570916786789894,0.0019779582507908344,0.007016648538410664,0.0006624108646064997,0.00309705245308578,0.00047983459080569446
2008-08-01,-0.03085431084036827,0.013672481290996075,0.0022635068744421005,-0.003303566947579384,0.02278313785791397,0.00048018639790825546
2008-08-04,-0.03942551836371422,-0.0037147291004657745,0.003234950825572014,-0.020319700241088867,0.0033425651490688324,0.0004815932479687035
2008-08-05,0.011949209496378899,-0.02217797562479973,0.0005376525223255157,0.0021426351740956306,-0.015214874409139156,0.00048229648382402956
2008-08-06,0.02058522216975689,-0.002512526698410511,0.0033382494002580643,0.0034788725897669792,-0.0008870027959346771,0.0004833511193282902
2008-08-07,-0.007136431988328695,0.012907788157463074,-0.002466888166964054,0.005393903702497482,0.0006730593740940094,0.0004840540641453117
2008-08-08,-0.00895943958312273,0.003250611014664173,-0.0031087640672922134,-0.006950899958610535,0.00793401151895523,0.0004840540641453117
2008-08-11,-0.03139762207865715,0.01973370462656021,-0.01382475532591343,-0.01976444385945797,0.019593721255660057,0.00048510823398828506
2008-08-12,-0.0073797013610601425,-0.0016380120068788528,0.006202641874551773,-0.0016554705798625946,-0.004526871256530285,0.0004854595463257283
2008-08-13,0.00256172101944685,0.0041059767827391624,-0.0015025939792394638,0.006895941216498613,0.0029975634533911943,0.00048616211279295385
2008-08-14,0.010999427177011967,-0.02241775020956993,0.010680345818400383,0.024294838309288025,-0.01387828215956688,0.0004868645628448576
2008-08-15,-0.017415842041373253,0.0051854681223630905,0.008668300695717335,-0.005336702801287174,0.011181392706930637,0.0004872157296631485
2008-08-18,-0.019481725990772247,0.0013269027695059776,-0.0027629053220152855,0.003841550089418888,-0.00025841034948825836,0.0004886201350018382
2008-08-19,0.008027647621929646,-0.010299084708094597,0.007535782177001238,0.008960869163274765,-0.007062049582600594,0.0004896730533801019
2008-08-20,0.03448142856359482,-0.01442479807883501,-0.002986464649438858,0.02585720270872116,-0.017412126064300537,0.0004903749213553965
2008-08-21,0.011472893878817558,0.0004777003778144717,0.001694036298431456,0.009336305782198906,-0.004757454618811607,0.0004914273740723729
