dtref,s_1,s_2,s_3,i_1,i_2,i_3
2001-08-29,-0.7010500966277533,5.945003379438063,-44.84109281151838,19.07350756565731,19.641221236577124,20.2904840254214
2001-08-30,8.249243434269005,2.477876342287644,1.3515974578602652,19.112017778524624,19.68473822397736,20.37160636097617
2001-08-31,-5.401777852462431,-1.5738223977361798,-31.96063609761701,19.58111402682996,20.274542126447216,21.065948604247133
2001-09-03,-30.91140268299597,-14.354212644721542,-6.294860424713278,19.46648460363154,20.002569658947245,20.691253538208866
2001-09-04,-5.848460363153762,-9.95696589472459,-7.425353820886471,19.45416158337217,19.725693222444352,20.213997784748948
2001-09-05,-3.616158337216646,0.230677755564912,16.800221525105385,19.49818142499742,19.81340975918222,20.35067732821669
2001-09-06,-8.81814249974191,25.359024081777903,-40.16773282166923,19.441379895565248,19.90641096721593,20.52002193066225
2001-09-10,0.1620104434753244,12.358903278407496,14.497806933775337,19.34324001133241,19.88799810118278,20.609716477791974
2001-09-11,-27.324001133240827,19.00018988172185,-27.471647779197284,19.837887668377466,20.57313377182812,20.992323607588247
2001-09-12,-21.58876683774622,2.4866228171877225,15.267639241175246,20.02807091461325,20.481722474264053,21.20183952284172
2001-09-13,6.292908538675235,-11.572247426405369,13.71604771582824,19.96831392570757,21.06978883171584,22.22920907891461
2001-09-14,51.26860742924322,6.921116828415919,28.07909210853872,20.33754034070292,21.68913649665434,22.51550561381159
2001-09-17,-36.454034070292,-11.713649665433934,-20.85056138115924,19.52565447532921,20.61968089570705,21.430419220312725
2001-09-18,-23.465447532921143,-9.868089570704797,-11.541922031272378,19.4754633792233,20.127226326125047,21.011978478086867
2001-09-19,-7.94633792232986,-20.022632612504765,-17.99784780868663,19.441517376456986,20.155694098626054,20.966027454068747
2001-09-20,-22.75173764569871,-0.969409862605275,4.297254593125288,19.231857769105144,20.075193474618747,21.05057716320422
2001-09-21,-9.68577691051422,0.8806525381253039,57.24228367957807,19.336857546020543,20.670243784999265,21.949112368551397
2001-09-24,-0.8857546020546891,19.57562150007348,141.18876314486073,20.022057517442214,21.329579362680164,22.198057260161708
2001-09-25,-62.605751744221294,-12.057936268016434,46.39427398382914,19.541576410215036,21.12092197216944,22.068196907872228
2001-09-26,-22.75764102150326,-16.192197216943782,1.2803092127771976,19.35460543466807,21.153634542113984,22.11323748958487
2001-09-27,-19.8605434668071,-14.163454211398374,-34.72374895848702,19.35414630951382,20.3862928561084,21.12871989067397
2001-09-28,-5.51463095138196,-39.02928561084025,-35.071989067397524,20.141928649362928,20.893244438074746,21.6327826525055
2001-10-01,57.1071350637073,27.875556192525863,5.22173474944978,20.12162714704857,21.137924922884576,21.92814384142188
2001-10-02,20.23728529514308,29.40750771154228,-2.514384142187964,20.144463264872805,21.253742659929497,22.153515330279877
2001-10-03,0.0536735127194987,9.725734007050235,1.2484669720127073,20.41035355852205,21.611164677301154,22.60203124004572
2001-10-04,47.66464414779463,-2.116467730115445,33.59687599542802,20.724587591576334,21.822850406785776,22.933160416641265
2001-10-05,1.2412408423660537,-2.285040678577488,21.883958335873643,20.53531547052838,21.87436947824293,22.82556637608937
2001-10-08,5.268452947161961,6.163052175707406,25.143362391063206,20.533589342609115,21.75331092827688,22.732210043226143
2001-10-09,-16.858934260911695,-37.331092827688295,8.178995677385714,20.24116490883405,21.41092612852258,22.424913809355207
2001-10-10,-4.516490883404956,-8.592612852257986,0.1086190644791429,19.982033513436924,21.078731193273327,22.048370489003236
2001-10-11,4.496648656307656,2.226880672667164,-8.73704890032343,20.013822150865668,21.153700113463223,22.13809855479658
2001-10-15,-27.482215086566697,-29.8700113463223,6.790144520341812,19.694471454303564,20.55107061592254,21.60898077182309
2001-10-16,-23.84714543035642,-44.10706159225413,-7.098077182309481,19.342034050660995,20.21521602909953,21.16338505107576
2001-10-17,-13.403405066099694,-14.421602909952467,8.961494892424327,19.309331942326715,20.044175060976087,20.94300294776981
2001-10-18,-9.533194232671605,3.682493902391215,-18.000294776980397,19.344483348710373,20.213295536667133,21.21794703987776
2001-10-19,-22.14833487103718,9.27044633328684,-7.394703987776197,19.32366521421229,19.95398047653569,20.819794053994254
2001-10-22,-8.66652142122959,-11.2980476535693,-18.679405399425875,19.28146174739889,19.96242637709671,20.775627051803426
2001-10-23,-11.04617473988867,0.9573622903293,-2.962705180342695,19.16951006018872,20.01941803584131,20.714879938008263
2001-10-24,-13.551006018872158,-17.941803584130867,4.712006199173402,19.226024210345628,20.13115173450428,20.912007176981696
2001-10-25,-1.80242103456294,33.184826549571866,18.19928230183052,19.187520834821736,19.90617032714264,20.654336065120127
2001-10-26,-9.252083482173743,7.582967285736331,24.86639348798718,19.305418804898288,20.02400201680508,20.79360114854676
2001-10-29,-9.241880489828702,-2.8002016805078966,13.039885145323993,19.218544602575328,20.06787418430718,20.88728396153092
2001-10-30,1.245539742467372,0.1125815692819998,13.471603846907598,19.242094396370657,19.95730659971857,20.694910065851317
2001-10-31,-21.40943963706583,-36.43065997185708,-10.69100658513129,19.744101790325814,20.56466524438829,21.245486520533102
2001-11-01,0.1898209674180861,-19.46652443882897,-17.6486520533107,19.686932571767947,20.356337887181407,20.971565478808586
2001-11-05,-25.393257176794748,-37.4337887181408,-36.0565478808585,19.370412999885865,19.794403267116746,20.26722000951369
2001-11-06,-1.2412999885864195,-9.540326711674396,5.877999048631466,19.268718081014203,19.54943404946121,19.993961839866326
2001-11-07,-4.771808101420305,-10.54340494612127,-20.09618398663271,19.19344258116449,19.283311730326403,19.398922451059253
2001-11-08,-16.244258116449117,-6.431173032640203,-9.992245105925337,19.171204517365293,19.214860708522696,19.42973028566768
2001-11-09,-7.220451736529299,-10.086070852269556,12.826971433231904,19.14643117433894,19.38766072703653,19.595593327849727
2001-11-12,1.0568825661060544,-11.366072703652463,3.640667215027449,19.28155453530545,19.430199654684863,19.72814351464896
2001-11-13,-10.355453530544525,-12.51996546848666,-13.414351464895446,19.18950721875563,19.352481167085237,19.59307887964932
2001-11-14,-1.1507218755628656,-20.548116708523523,4.8921120350680525,19.1078193516667,19.249231013058843,19.505450074842344
2001-11-16,-14.781935166669768,-22.12310130588442,-4.945007484234409,19.07200018478703,19.077900105452205,19.37412370196796
2001-11-19,-13.000018478702913,-7.390010545220349,-20.01237019679607,18.83002033761856,18.98172479065752,19.0550980413148
2001-11-20,15.897966238144434,-10.77247906575174,1.0901958685199276,18.98137719800017,18.26915993018856,19.252983391094645
2001-11-21,-0.8377198000172115,68.48400698114396,-5.098339109464334,18.922577489807523,18.984370682763128,19.07795937688419
2001-11-22,16.142251019247666,-28.43706827631287,-1.995937688419147,19.14100496759663,19.168386794770463,19.187814127275416
2001-11-23,-10.700496759663023,-2.438679477046435,-5.281412727541479,19.15200728126818,19.135281174534917,19.104127915889933
2001-11-26,-0.4007281268179952,3.671882546508698,-0.012791588993366,19.17251260240476,19.25313192787808,19.253329779217232
2001-11-27,-0.2512602404756592,-1.213192787807671,-0.0329779217231873,19.210026873444065,19.288966507955,19.43743591216653
2001-11-28,0.2973126555936289,4.103349204500262,-0.0435912166533825,19.294583671588185,19.356335302399287,19.686174067916127
2001-11-29,-28.85836715881851,0.1664697600713083,21.98259320838716,19.56255049139015,19.431361066939257,20.03446434315041
2001-11-30,-26.355049139015208,0.1638933060743141,0.0535656849585564,19.39077185853224,19.77671673242873,20.10825875908049
2001-12-03,-4.177185853223975,-2.171673242873595,11.274124091951164,19.22000537327515,19.65827963134801,19.94581749527733
2001-12-04,5.199462672484856,-17.227963134800817,-17.981749527733015,19.19933762285684,19.589953723480424,19.919621434931862
2001-12-05,0.5662377143160313,-2.8953723480423577,-5.2621434931865,19.284362677606538,19.636955587104143,19.90833025684269
2001-12-06,-0.9362677606539194,2.7044412895858017,-1.9330256842689408,19.305888735031896,19.622190673584463,19.88738839242341
2001-12-07,0.9111264968105104,-8.61906735844613,0.2611607576589847,19.290812788247933,19.49829051570913,19.727777838180383
2001-12-10,-19.181278824793324,0.3709484290872922,-7.677783818038364,19.12321540431925,19.30872923912885,19.459271417875044
2001-12-11,-0.9215404319249388,-17.57292391288523,-16.42714178750424,19.163694940080124,19.284976815980315,19.50507130510528
2001-12-12,-10.26949400801236,-5.697681598031323,-10.807130510528395,19.1878386107031,19.28750620637816,19.554346259636056
2001-12-13,-11.083861070309808,7.749379362184072,10.06537403639456,19.190553384644797,19.2718248166206,19.482525601943813
2001-12-14,-1.055338464479405,3.3175183379402284,1.0474398056185663,19.103801554040324,19.30400886481385,19.552061563400503
2001-12-17,1.9198445959677457,-6.100886481385004,-3.90615634005016,19.165561162288668,19.31839654408385,19.547979984355912
2001-12-18,-0.9561162288669324,-9.239654408385078,-1.3979984355913189,19.05675002126175,19.231871145638625,19.38178025948265
2001-12-19,2.924997873824964,-7.38711456386234,-11.778025948265023,18.9620040662702,19.076896652994435,19.203193541894947
2001-12-20,7.899593372980007,21.910334700556437,17.78064581050529,19.191178619870097,19.27268574850394,19.516954241238626
2001-12-21,-10.717861987009767,-10.06857485039383,-0.0954241238627418,19.210015743955157,19.233189681659614,19.37485348661101
2001-12-26,-11.50157439551549,1.6810318340386488,-10.485348661100955,19.216703249189493,19.20992522753821,19.17428105632033
2001-12-27,-10.370324918949336,-9.892522753821352,-6.428105632033265,19.309617329878726,19.153336319667314,19.18585982917682
2001-12-28,-15.361732987872756,-0.133631966731329,5.214017082317923,19.29215540245337,19.104522989336047,18.454568616021284
2002-01-02,-18.41554024533707,-1.4522989336047232,92.54313839787152,19.011619061031997,18.97282074662403,19.00372883209705
2002-01-03,-5.761906103199266,-2.1820746624030107,-16.672883209704636,18.93600141182803,18.78703216595552,18.758573835413948
2002-01-04,-1.300141182803216,5.896783404448058,-10.557383541394929,18.964737736833627,18.89956944883917,18.865159863600024
2002-01-07,-1.273773683362478,4.443055116082917,3.4840136399974853,18.930779954915323,18.813144231146705,18.78673650694864
2002-01-08,-1.27799549153238,-9.014423114670578,-0.273650694864358,18.96600068064942,18.8636599963929,18.847929494952265
2002-01-09,-1.3000680649419394,-3.06599963929024,0.8070505047736987,18.98643796896129,18.93529519438013,18.94546350890185
2002-01-10,2.556203103871013,6.770480561986858,0.2536491098151572,19.010800096786884,18.983636629245314,19.035094341641432
2002-01-11,8.819990321311622,10.736337075468684,9.790565835856668,18.97500056719352,18.99731256552928,19.075038701610914
2002-01-14,0.8999432806479746,5.368743447072077,1.5961298389086664,19.02753847859062,19.10154925994325,19.23208206292091
2002-01-15,1.046152140937906,0.545074005674806,-2.008206292090975,18.9636676923082,19.099567524415598,19.234203777188384
2002-01-16,-1.26676923081952,4.743247558440444,-0.120377718838327,19.00036377135652,19.09862155504793,19.21183982512964
2002-01-17,-1.2363771356522335,-6.662155504793432,-9.083982512964184,18.984800473235964,19.01067858401573,19.043479213926503
2002-01-18,0.5199526764034346,1.9321415984272503,-1.3479213926505196,18.975556385460337,18.968148551588303,18.928085845967413
2002-01-21,0.4443614539663798,0.1851448411695599,7.191415403258716,18.9850009452325,18.94692415092285,18.978913276767795
2002-01-22,0.4999054767498734,0.3075849077148973,2.1086723232205173,18.98000084026552,19.80946047142227,19.429926439455137
2002-01-23,-8.402655211625643e-05,-84.94604714222689,-46.99264394551364,18.95166870921712,18.92666783395278,18.94045499709453
2002-01-24,6.83312907828828,9.333216604721883,-2.045499709453225,19.052400734958063,19.019999999999992,19.05069776438344
2002-01-28,-2.240073495806172,1.0000000000008669,2.9302235616558647,19.033333520039864,19.02523810047734,19.06609777349733
2002-01-29,-0.3333520039863202,2.476189952266239,-0.6097773497327097,19.04100061753116,19.019999999999992,19.062025180939337
2002-01-30,-0.1000617531158098,4.000000000000625,-0.20251809393379,19.0580030331037,19.06210563550392,19.088718444568787
2002-01-31,-0.8003033103697987,-0.2105635503923508,6.128155543121139,19.051111209639004,19.12339567610253,19.152001024613163
2002-02-01,-2.111120963900248,-0.3395676102528,-0.2001024613164759,19.09294183040553,19.11189246306861,19.151865282525797
2002-02-04,-2.094183040552977,-2.189246306861392,4.81347174742055,19.09312569721875,19.103722683097992,19.19258786372076
2002-02-05,-0.3125697218749224,0.6277316902007612,-4.258786372075818,19.06133345280139,19.050285726629035,19.090877380410976
2002-02-06,-6.133345280138869,-1.0285726629035707,-0.0877380410976513,18.99714337151499,18.99470612858498,18.978928846312936
2002-02-07,0.2856628485009338,-2.4706128584981,-2.8928846312936685,18.975385868203464,18.997757796224857,18.98909110351024
2002-02-08,0.4614131796536469,0.2242203775143281,4.090889648976415,18.9641685250362,18.96781316339109,19.02981482273736
2002-02-13,0.5831474963802208,-6.781316339109011,-16.981482273735793,18.95272993922612,18.844908224423087,18.8260412987882
2002-02-14,1.727006077387827,0.509177557691487,2.3958701211803657,18.93000462146055,18.881903388122232,18.856541130277304
2002-02-15,-0.0004621460551135,1.809661187776612,0.3458869722695823,18.906674136042632,18.843453687550134,18.825886058290763
2002-02-18,-0.667413604263345,-1.3453687550139648,-0.5886058290762719,18.91625714894698,18.846326864348484,18.81560414968344
2002-02-19,2.3742851053022207,0.3673135651517611,0.4395850316559091,18.90429401484877,18.857856299749145,18.795310752878525
2002-02-20,2.570598515123379,0.2143700250854863,1.4689247121474125,18.7983628349272,18.832043961201308,18.764797254476683
2002-02-21,11.16371650728034,0.7956038798692333,0.5202745523316565,18.80400040409027,18.722800529797333,18.565535950989155
2002-02-22,-0.4000404090270137,-0.2800529797333695,-0.5535950989155936,18.792500131542944,18.759166739751556,18.57565591594468
2002-02-25,-1.2500131542942938,-2.9166739751552484,-3.565591594468032,18.79,18.68982784731086,18.52422869036589
2002-02-26,1.0000000000005116,0.0172152689142279,0.5771309634106103,18.795000315705263,18.714137157715104,18.55500473850562
2002-02-27,-0.5000315705267155,0.5862842284894754,0.4995261494379122,18.799999999999997,18.676383876793626,18.472568404335
2002-02-28,0.0,1.3616123206379172,-2.2568404335000736,18.72700079564877,18.513578913867317,18.35318716758856
2002-03-01,-2.700079564877456,-0.3578913867311684,3.6812832411442287,18.71631693232525,18.533909016347216,18.37339870610437
2002-03-04,-1.631693232524967,0.6090983652782711,0.6601293895627691,18.712945760058417,18.54400621672756,18.41394403725129
2002-03-05,1.705423994158295,-3.4006216727558325,0.6055962748707344,18.67353258481066,18.472061928694597,18.342680491208064
2002-03-06,-0.3532584810656658,1.7938071305405143,6.7319508791936045,18.6752532611443,18.482115502836383,18.373063056927545
2002-03-07,0.4746738855700982,3.788449716361697,0.6936943072457069,18.64387228651512,18.47163285891067,18.39328710249968
2002-03-08,2.612771348488252,2.8367141089329806,-1.3287102499678127,18.62929296494737,18.40973868977731,18.301596282468235
2002-03-11,1.0707035052625713,1.0261310222691833,0.8403717531763277,18.58001326539398,18.368306530904,18.25055723595537
2002-03-12,-0.0013265393981498,1.1693469095998663,-0.0557235955366053,18.475865314271324,18.285618874172748,18.15875727673508
2002-03-13,3.4134685728677283,1.4381125827252816,1.124272326492104,18.51729883344344,18.274881383103203,18.15854908824386
2002-03-14,3.270116655655997,2.511861689679762,2.145091175614056,18.52492690799845,18.305342502360176,18.219459376603275
2002-03-15,1.507309200154694,3.465749763982373,1.0540623396725124,18.46782151140429,18.2429426528699,18.137726159788613
2002-03-18,-16.782151140429136,-9.294265286990113,-3.7726159788611824,18.44130692550423,18.2630377616805,18.16807058050889
2002-03-19,3.869307449577164,-1.0037761680500523,-6.80705805088877,18.3672370188567,18.21073681273848,18.116837471221213
2002-03-20,-16.72370188566994,-6.073681273848308,-6.683747122121275,18.2943498877991,18.149299777239204,18.05185081381313
2002-03-21,23.56501122009007,30.070022276079555,2.0149186186866785,18.55200010122937,18.446667979248744,18.32562895829848
2002-03-22,6.799989877062984,3.333202075125641,2.4371041701520824,18.61500474463333,18.47769291428214,18.448085848962915
2002-03-25,-6.500474463333461,0.2307085717859536,-4.808584896291634,18.555333363325158,18.466801123144272,18.41717549681563
2002-03-26,-0.5333363325153329,0.0198876855726837,1.2824503184369007,18.60650303946776,18.466251482995037,18.43733471330582
2002-03-27,-1.6503039467760772,0.3748517004964924,2.266528669418122,18.656019433198388,18.445219707105487,18.41682010385708
2002-03-28,-9.601943319838924,-0.5219707105485583,-1.682010385707855,18.41409429744829,18.376049413544404,18.33565382325537
2002-04-01,-1.4094297448291826,4.395058645559757,2.4346176744629133,18.43619182340115,18.40738219708127,18.3909527284702
2002-04-02,0.3808176598852242,-0.7382197081270192,1.9047271529800012,18.397000797865594,18.37804945556778,18.357344979915037
2002-04-03,0.2999202134404299,1.1950544432220769,2.265502008496512,18.367369005931124,18.35850038956761,18.348833683966134
2002-04-04,2.2630994068876475,3.1499610432391023,3.116631603386111,18.378333556211413,18.368974536671324,18.366271321032123
2002-04-05,-0.8333556211411519,-0.8974536671324529,0.3728678967878096,18.3470594811729,18.317895466956568,18.29827660292618
2002-04-08,4.294051882710193,2.2104533043432184,7.172339707382136,18.347500448776177,18.33864894176136,18.356421134742497
2002-04-09,0.249955122382417,0.1351058238640234,-0.6421134742495838,18.326001081342923,18.297500976885672,18.302464853590905
2002-04-10,-0.6001081342922987,0.249902311432848,0.7535146409093585,18.32571544946728,18.30771508021889,18.297346102149703
2002-04-11,-2.5715449467281104,-0.7715080218890336,-1.7346102149701892,18.314617099249357,18.276766253562293,18.25759393929902
2002-04-12,-1.461709924935306,-1.6766253562291666,-2.759393929902032,18.270837948044782,18.256062835249782,18.247360082485557
2002-04-15,2.916205195521826,3.393716475021336,1.2639917514448484,18.313638416332974,18.30750087125188,18.31050050374059
2002-04-16,-1.3638416332977243,-0.7500871251881591,-2.050050374059253,18.302002973827022,18.276453315050567,18.28905965129446
2002-04-17,-5.200297382702601,-0.6453315050567454,0.0940348705540827,18.273335211443985,18.257334264939228,18.227801043244
2002-04-18,17.666478855601397,19.266573506077123,17.219895675600227,18.44750213792523,18.48344978211842,18.517756704457238
2002-04-19,-4.750213792523184,-3.344978211842076,-6.775670445723492,18.401428640379216,18.45214341944361,18.48187572735409
2002-04-22,2.8571359620784165,-0.2143419443612515,6.812427264591037,18.47834327068274,18.50555920509576,18.584898470216537
2002-04-23,-3.83432706827378,0.4440794904244427,-0.4898470216538442,18.460010137989656,18.49577302620513,18.554569353653537
